year,ethnicity group,gender,age,population
1987,malays,male,25 - 29 ,22781
1987,malays,male,30 - 34 ,17581
1987,malays,male,35 - 39 ,12079
1987,malays,male,40 - 44 ,7374
1987,malays,male,45 - 49 ,6431
1987,malays,male,50 - 54 ,6606
1987,malays,male,55 - 59 ,5782
1987,malays,male,60 - 64 ,5453
1987,malays,male,65 - 69 ,3884
1987,malays,male,70 - 74 ,1859
1987,malays,male,65 - 85,7532
1987,malays,male,70 - 85,3648
1987,malays,male,75 - 85,1789
1987,malays,female,0  -  4 ,19602
1987,malays,female,5  -  9 ,14983
1987,malays,female,10 - 14 ,14217
1987,malays,female,15 - 19 ,16737
1987,malays,female,20 - 24 ,22646
1987,malays,female,25 - 29 ,21613
1987,malays,female,30 - 34 ,17135
1987,malays,female,35 - 39 ,12539
1987,malays,female,40 - 44 ,7699
1987,malays,female,45 - 49 ,7193
1987,malays,female,50 - 54 ,7183
1987,malays,female,55 - 59 ,5945
1987,malays,female,60 - 64 ,4341
1987,malays,female,65 - 69 ,2972
1987,malays,female,70 - 74 ,1626
1987,malays,female,65 - 85,6223
1987,malays,female,70 - 85,3251
1987,malays,female,75 - 85,1625
1987,chinese,male,0  -  4 ,73639
1987,chinese,male,5  -  9 ,77949
1987,chinese,male,10 - 14 ,85862
1987,chinese,male,15 - 19 ,86641
1987,chinese,male,20 - 24 ,97427
1987,chinese,male,25 - 29 ,112550
1987,chinese,male,30 - 34 ,109045
1987,chinese,male,35 - 39 ,92000
1987,chinese,male,40 - 44 ,60037
1987,chinese,male,45 - 49 ,54159
1987,chinese,male,50 - 54 ,40911
1987,chinese,male,55 - 59 ,34023
1987,chinese,male,60 - 64 ,24614
1987,chinese,male,65 - 69 ,18963
1987,chinese,male,70 - 74 ,15144
1987,chinese,male,65 - 85,51152
1987,chinese,male,70 - 85,32189
1987,chinese,male,75 - 85,17045
1987,chinese,female,0  -  4 ,67659
1987,chinese,female,5  -  9 ,72111
1987,chinese,female,10 - 14 ,80288
1987,chinese,female,15 - 19 ,80933
1987,chinese,female,20 - 24 ,94320
1987,chinese,female,25 - 29 ,107741
1987,chinese,female,30 - 34 ,104779
1987,chinese,female,35 - 39 ,89705
1987,chinese,female,40 - 44 ,58870
1987,chinese,female,45 - 49 ,54369
1987,chinese,female,50 - 54 ,40560
1987,chinese,female,55 - 59 ,36670
1987,chinese,female,60 - 64 ,28527
1987,chinese,female,65 - 69 ,24059
1987,chinese,female,70 - 74 ,20361
1987,chinese,female,65 - 85,71507
1987,chinese,female,70 - 85,47448
1987,chinese,female,75 - 85,27087
1987,indians,male,0  -  4 ,8154
1987,indians,male,5  -  9 ,6677
1987,indians,male,10 - 14 ,6244
1987,indians,male,15 - 19 ,7794
1987,indians,male,20 - 24 ,9732
1987,indians,male,25 - 29 ,10642
1987,indians,male,30 - 34 ,8745
1987,indians,male,35 - 39 ,7022
1987,indians,male,40 - 44 ,4717
1987,indians,male,45 - 49 ,4912
1987,indians,male,50 - 54 ,4303
1987,indians,male,55 - 59 ,5993
1987,indians,male,60 - 64 ,5022
1987,indians,male,65 - 69 ,3400
1987,indians,male,70 - 74 ,1682
1987,indians,male,65 - 85,6249
1987,indians,male,70 - 85,2849
1987,indians,male,75 - 85,1167
1987,indians,female,0  -  4 ,7551
1987,indians,female,5  -  9 ,6273
1987,indians,female,10 - 14 ,6000
1987,indians,female,15 - 19 ,7089
1987,indians,female,20 - 24 ,9544
1987,indians,female,25 - 29 ,10027
1987,indians,female,30 - 34 ,8499
1987,indians,female,35 - 39 ,6820
1987,indians,female,40 - 44 ,4221
1987,indians,female,45 - 49 ,4043
1987,indians,female,50 - 54 ,3363
1987,indians,female,55 - 59 ,2558
1987,indians,female,60 - 64 ,1763
1987,indians,female,65 - 69 ,1096
1987,indians,female,70 - 74 ,562
1987,indians,female,65 - 85,2158
1987,indians,female,70 - 85,1062
1987,indians,female,75 - 85,500
1987,Other Ethnic Groups,male,0  -  4 ,1445
1987,Other Ethnic Groups,male,5  -  9 ,1249
1987,Other Ethnic Groups,male,10 - 14 ,919
1987,Other Ethnic Groups,male,15 - 19 ,873
1987,Other Ethnic Groups,male,20 - 24 ,1099
1987,Other Ethnic Groups,male,25 - 29 ,1183
1987,Other Ethnic Groups,male,30 - 34 ,1123
1987,Other Ethnic Groups,male,35 - 39 ,1128
1987,Other Ethnic Groups,male,40 - 44 ,694
1987,Other Ethnic Groups,male,45 - 49 ,649
1987,Other Ethnic Groups,male,50 - 54 ,612
1987,Other Ethnic Groups,male,55 - 59 ,606
1987,Other Ethnic Groups,male,60 - 64 ,514
1987,Other Ethnic Groups,male,65 - 69 ,423
1987,Other Ethnic Groups,male,70 - 74 ,225
1987,Other Ethnic Groups,male,65 - 85,901
1987,Other Ethnic Groups,male,70 - 85,478
1987,Other Ethnic Groups,male,75 - 85,253
1987,Other Ethnic Groups,female,0  -  4 ,1382
1987,Other Ethnic Groups,female,5  -  9 ,1185
1987,Other Ethnic Groups,female,10 - 14 ,822
1987,Other Ethnic Groups,female,15 - 19 ,824
1987,Other Ethnic Groups,female,20 - 24 ,1193
1987,Other Ethnic Groups,female,25 - 29 ,1546
1987,Other Ethnic Groups,female,30 - 34 ,1416
1987,Other Ethnic Groups,female,35 - 39 ,1163
1987,Other Ethnic Groups,female,40 - 44 ,693
1987,Other Ethnic Groups,female,45 - 49 ,675
1987,Other Ethnic Groups,female,50 - 54 ,660
1987,Other Ethnic Groups,female,55 - 59 ,600
1987,Other Ethnic Groups,female,60 - 64 ,507
1987,Other Ethnic Groups,female,65 - 69 ,382
1987,Other Ethnic Groups,female,70 - 74 ,269
1987,Other Ethnic Groups,female,65 - 85,1012
1987,Other Ethnic Groups,female,70 - 85,630
1987,Other Ethnic Groups,female,75 - 85,361
1988,malays,male,0  -  4 ,21303
1988,malays,male,5  -  9 ,17284
1988,malays,male,10 - 14 ,14642
1988,malays,male,15 - 19 ,17122
1988,malays,male,20 - 24 ,22617
1988,malays,male,25 - 29 ,23315
1988,malays,male,30 - 34 ,18727
1988,malays,male,35 - 39 ,12788
1988,malays,male,40 - 44 ,8393
1988,malays,male,45 - 49 ,6146
1988,malays,male,50 - 54 ,6637
1988,malays,male,55 - 59 ,5579
1988,malays,male,60 - 64 ,5517
1988,malays,male,65 - 69 ,4100
1988,malays,male,70 - 74 ,2014
1988,malays,male,65 - 85,8058
1988,malays,male,70 - 85,3958
1988,malays,male,75 - 85,1944
1988,malays,female,0  -  4 ,20271
1988,malays,female,5  -  9 ,16057
1988,malays,female,10 - 14 ,13478
1988,malays,female,15 - 19 ,16208
1988,malays,female,20 - 24 ,21648
1988,malays,female,25 - 29 ,22039
1988,malays,female,30 - 34 ,17964
1988,malays,female,35 - 39 ,13115
1988,malays,female,40 - 44 ,8660
1988,malays,female,45 - 49 ,7005
1988,malays,female,50 - 54 ,7062
1988,malays,female,55 - 59 ,5960
1988,malays,female,60 - 64 ,4598
1988,malays,female,65 - 69 ,3186
1988,malays,female,70 - 74 ,1773
1988,malays,female,65 - 85,6816
1988,malays,female,70 - 85,3630
1988,malays,female,75 - 85,1857
1988,chinese,male,0  -  4 ,75047
1988,chinese,male,5  -  9 ,78946
1988,chinese,male,10 - 14 ,82250
1988,chinese,male,15 - 19 ,88281
1988,chinese,male,20 - 24 ,94596
1988,chinese,male,25 - 29 ,111336
1988,chinese,male,30 - 34 ,112290
1988,chinese,male,35 - 39 ,95701
1988,chinese,male,40 - 44 ,67416
1988,chinese,male,45 - 49 ,54856
1988,chinese,male,50 - 54 ,42268
1988,chinese,male,55 - 59 ,35164
1988,chinese,male,60 - 64 ,26106
1988,chinese,male,65 - 69 ,19245
1988,chinese,male,70 - 74 ,15267
1988,chinese,male,65 - 85,52542
1988,chinese,male,70 - 85,33297
1988,chinese,male,75 - 85,18030
1988,chinese,female,0  -  4 ,69089
1988,chinese,female,5  -  9 ,72783
1988,chinese,female,10 - 14 ,77062
1988,chinese,female,15 - 19 ,82186
1988,chinese,female,20 - 24 ,91674
1988,chinese,female,25 - 29 ,106785
1988,chinese,female,30 - 34 ,108070
1988,chinese,female,35 - 39 ,92705
1988,chinese,female,40 - 44 ,66339
1988,chinese,female,45 - 49 ,54996
1988,chinese,female,50 - 54 ,41621
1988,chinese,female,55 - 59 ,37218
1988,chinese,female,60 - 64 ,30122
1988,chinese,female,65 - 69 ,24551
1988,chinese,female,70 - 74 ,20572
1988,chinese,female,65 - 85,74082
1988,chinese,female,70 - 85,49531
1988,chinese,female,75 - 85,28959
1988,indians,male,0  -  4 ,8337
1988,indians,male,5  -  9 ,7189
1988,indians,male,10 - 14 ,6161
1988,indians,male,15 - 19 ,7636
1988,indians,male,20 - 24 ,9497
1988,indians,male,25 - 29 ,10674
1988,indians,male,30 - 34 ,9306
1988,indians,male,35 - 39 ,7475
1988,indians,male,40 - 44 ,5285
1988,indians,male,45 - 49 ,5054
1988,indians,male,50 - 54 ,3946
1988,indians,male,55 - 59 ,5890
1988,indians,male,60 - 64 ,5202
1988,indians,male,65 - 69 ,3626
1988,indians,male,70 - 74 ,1819
1988,indians,male,65 - 85,6767
1988,indians,male,70 - 85,3141
1988,indians,male,75 - 85,1322
1988,indians,female,0  -  4 ,7800
1988,indians,female,5  -  9 ,6726
1988,indians,female,10 - 14 ,5775
1988,indians,female,15 - 19 ,7085
1988,indians,female,20 - 24 ,9132
1988,indians,female,25 - 29 ,10230
1988,indians,female,30 - 34 ,9053
1988,indians,female,35 - 39 ,7183
1988,indians,female,40 - 44 ,4806
1988,indians,female,45 - 49 ,4018
1988,indians,female,50 - 54 ,3490
1988,indians,female,55 - 59 ,2699
1988,indians,female,60 - 64 ,1890
1988,indians,female,65 - 69 ,1246
1988,indians,female,70 - 74 ,612
1988,indians,female,65 - 85,2400
1988,indians,female,70 - 85,1154
1988,indians,female,75 - 85,542
1988,Other Ethnic Groups,male,0  -  4 ,1544
1988,Other Ethnic Groups,male,5  -  9 ,1307
1988,Other Ethnic Groups,male,10 - 14 ,863
1988,Other Ethnic Groups,male,15 - 19 ,906
1988,Other Ethnic Groups,male,20 - 24 ,1022
1988,Other Ethnic Groups,male,25 - 29 ,1185
1988,Other Ethnic Groups,male,30 - 34 ,1163
1988,Other Ethnic Groups,male,35 - 39 ,1103
1988,Other Ethnic Groups,male,40 - 44 ,815
1988,Other Ethnic Groups,male,45 - 49 ,634
1988,Other Ethnic Groups,male,50 - 54 ,598
1988,Other Ethnic Groups,male,55 - 59 ,619
1988,Other Ethnic Groups,male,60 - 64 ,529
1988,Other Ethnic Groups,male,65 - 69 ,440
1988,Other Ethnic Groups,male,70 - 74 ,238
1988,Other Ethnic Groups,male,65 - 85,946
1988,Other Ethnic Groups,male,70 - 85,506
1988,Other Ethnic Groups,male,75 - 85,268
1988,Other Ethnic Groups,female,0  -  4 ,1477
1988,Other Ethnic Groups,female,5  -  9 ,1243
1988,Other Ethnic Groups,female,10 - 14 ,818
1988,Other Ethnic Groups,female,15 - 19 ,819
1988,Other Ethnic Groups,female,20 - 24 ,1090
1988,Other Ethnic Groups,female,25 - 29 ,1575
1988,Other Ethnic Groups,female,30 - 34 ,1459
1988,Other Ethnic Groups,female,35 - 39 ,1181
1988,Other Ethnic Groups,female,40 - 44 ,786
1988,Other Ethnic Groups,female,45 - 49 ,668
1988,Other Ethnic Groups,female,50 - 54 ,658
1988,Other Ethnic Groups,female,55 - 59 ,607
1988,Other Ethnic Groups,female,60 - 64 ,523
1988,Other Ethnic Groups,female,65 - 69 ,410
1988,Other Ethnic Groups,female,70 - 74 ,271
1988,Other Ethnic Groups,female,65 - 85,1079
1988,Other Ethnic Groups,female,70 - 85,669
1988,Other Ethnic Groups,female,75 - 85,398
1989,malays,male,0  -  4 ,22211
1989,malays,male,5  -  9 ,18329
1989,malays,male,10 - 14 ,14322
1989,malays,male,15 - 19 ,16633
1989,malays,male,20 - 24 ,21121
1989,malays,male,25 - 29 ,23876
1989,malays,male,30 - 34 ,19572
1989,malays,male,35 - 39 ,13934
1989,malays,male,40 - 44 ,9137
1989,malays,male,45 - 49 ,6052
1989,malays,male,50 - 54 ,6643
1989,malays,male,55 - 59 ,5492
1989,malays,male,60 - 64 ,5662
1989,malays,male,65 - 69 ,4242
1989,malays,male,70 - 74 ,2279
1989,malays,male,65 - 85,8502
1989,malays,male,70 - 85,4260
1989,malays,male,75 - 85,1981
1989,malays,female,0  -  4 ,21171
1989,malays,female,5  -  9 ,16996
1989,malays,female,10 - 14 ,13232
1989,malays,female,15 - 19 ,15576
1989,malays,female,20 - 24 ,20332
1989,malays,female,25 - 29 ,22433
1989,malays,female,30 - 34 ,18653
1989,malays,female,35 - 39 ,13987
1989,malays,female,40 - 44 ,9360
1989,malays,female,45 - 49 ,6832
1989,malays,female,50 - 54 ,6967
1989,malays,female,55 - 59 ,6259
1989,malays,female,60 - 64 ,4980
1989,malays,female,65 - 69 ,3297
1989,malays,female,70 - 74 ,1945
1989,malays,female,65 - 85,7141
1989,malays,female,70 - 85,3844
1989,malays,female,75 - 85,1899
1989,chinese,male,0  -  4 ,79633
1989,chinese,male,5  -  9 ,77863
1989,chinese,male,10 - 14 ,80678
1989,chinese,male,15 - 19 ,89837
1989,chinese,male,20 - 24 ,90810
1989,chinese,male,25 - 29 ,109710
1989,chinese,male,30 - 34 ,114470
1989,chinese,male,35 - 39 ,99733
1989,chinese,male,40 - 44 ,74611
1989,chinese,male,45 - 49 ,55166
1989,chinese,male,50 - 54 ,45222
1989,chinese,male,55 - 59 ,36254
1989,chinese,male,60 - 64 ,27629
1989,chinese,male,65 - 69 ,19779
1989,chinese,male,70 - 74 ,15203
1989,chinese,male,65 - 85,54035
1989,chinese,male,70 - 85,34256
1989,chinese,male,75 - 85,19053
1989,chinese,female,0  -  4 ,73539
1989,chinese,female,5  -  9 ,71806
1989,chinese,female,10 - 14 ,75342
1989,chinese,female,15 - 19 ,83709
1989,chinese,female,20 - 24 ,87509
1989,chinese,female,25 - 29 ,106056
1989,chinese,female,30 - 34 ,110695
1989,chinese,female,35 - 39 ,95865
1989,chinese,female,40 - 44 ,72989
1989,chinese,female,45 - 49 ,54990
1989,chinese,female,50 - 54 ,44683
1989,chinese,female,55 - 59 ,37968
1989,chinese,female,60 - 64 ,31972
1989,chinese,female,65 - 69 ,24938
1989,chinese,female,70 - 74 ,20835
1989,chinese,female,65 - 85,76357
1989,chinese,female,70 - 85,51419
1989,chinese,female,75 - 85,30584
1989,indians,male,0  -  4 ,8695
1989,indians,male,5  -  9 ,7517
1989,indians,male,10 - 14 ,6160
1989,indians,male,15 - 19 ,7466
1989,indians,male,20 - 24 ,9118
1989,indians,male,25 - 29 ,10730
1989,indians,male,30 - 34 ,9989
1989,indians,male,35 - 39 ,7871
1989,indians,male,40 - 44 ,5851
1989,indians,male,45 - 49 ,5067
1989,indians,male,50 - 54 ,3930
1989,indians,male,55 - 59 ,5623
1989,indians,male,60 - 64 ,5350
1989,indians,male,65 - 69 ,3845
1989,indians,male,70 - 74 ,2007
1989,indians,male,65 - 85,7301
1989,indians,male,70 - 85,3456
1989,indians,male,75 - 85,1449
1989,indians,female,0  -  4 ,8097
1989,indians,female,5  -  9 ,7027
1989,indians,female,10 - 14 ,5763
1989,indians,female,15 - 19 ,7002
1989,indians,female,20 - 24 ,8708
1989,indians,female,25 - 29 ,10405
1989,indians,female,30 - 34 ,9453
1989,indians,female,35 - 39 ,7564
1989,indians,female,40 - 44 ,5515
1989,indians,female,45 - 49 ,3926
1989,indians,female,50 - 54 ,3702
1989,indians,female,55 - 59 ,2820
1989,indians,female,60 - 64 ,2064
1989,indians,female,65 - 69 ,1330
1989,indians,female,70 - 74 ,668
1989,indians,female,65 - 85,2593
1989,indians,female,70 - 85,1263
1989,indians,female,75 - 85,595
1989,Other Ethnic Groups,male,0  -  4 ,1700
1989,Other Ethnic Groups,male,5  -  9 ,1304
1989,Other Ethnic Groups,male,10 - 14 ,875
1989,Other Ethnic Groups,male,15 - 19 ,912
1989,Other Ethnic Groups,male,20 - 24 ,921
1989,Other Ethnic Groups,male,25 - 29 ,1201
1989,Other Ethnic Groups,male,30 - 34 ,1187
1989,Other Ethnic Groups,male,35 - 39 ,1116
1989,Other Ethnic Groups,male,40 - 44 ,902
1989,Other Ethnic Groups,male,45 - 49 ,626
1989,Other Ethnic Groups,male,50 - 54 ,596
1989,Other Ethnic Groups,male,55 - 59 ,617
1989,Other Ethnic Groups,male,60 - 64 ,526
1989,Other Ethnic Groups,male,65 - 69 ,440
1989,Other Ethnic Groups,male,70 - 74 ,270
1989,Other Ethnic Groups,male,65 - 85,989
1989,Other Ethnic Groups,male,70 - 85,549
1989,Other Ethnic Groups,male,75 - 85,279
1989,Other Ethnic Groups,female,0  -  4 ,1640
1989,Other Ethnic Groups,female,5  -  9 ,1230
1989,Other Ethnic Groups,female,10 - 14 ,832
1989,Other Ethnic Groups,female,15 - 19 ,812
1989,Other Ethnic Groups,female,20 - 24 ,1040
1989,Other Ethnic Groups,female,25 - 29 ,1552
1989,Other Ethnic Groups,female,30 - 34 ,1510
1989,Other Ethnic Groups,female,35 - 39 ,1199
1989,Other Ethnic Groups,female,40 - 44 ,903
1989,Other Ethnic Groups,female,45 - 49 ,633
1989,Other Ethnic Groups,female,50 - 54 ,667
1989,Other Ethnic Groups,female,55 - 59 ,611
1989,Other Ethnic Groups,female,60 - 64 ,548
1989,Other Ethnic Groups,female,65 - 69 ,428
1989,Other Ethnic Groups,female,70 - 74 ,290
1989,Other Ethnic Groups,female,65 - 85,1136
1989,Other Ethnic Groups,female,70 - 85,708
1989,Other Ethnic Groups,female,75 - 85,418
1990,malays,male,0  -  4 ,23172
1990,malays,male,5  -  9 ,19356
1990,malays,male,10 - 14 ,14393
1990,malays,male,15 - 19 ,16510
1990,malays,male,20 - 24 ,19686
1990,malays,male,25 - 29 ,23932
1990,malays,male,30 - 34 ,20859
1990,malays,male,35 - 39 ,15073
1990,malays,male,40 - 44 ,10467
1990,malays,male,45 - 49 ,5710
1990,malays,male,50 - 54 ,6426
1990,malays,male,55 - 59 ,5784
1990,malays,male,60 - 64 ,5657
1990,malays,male,65 - 69 ,4347
1990,malays,male,70 - 74 ,2554
1990,malays,male,75 - 79 ,1199
1990,malays,male,80 - 84 ,571
1990,malays,male,65 - 85,8925
1990,malays,male,70 - 85,4578
1990,malays,male,75 - 85,2024
1990,malays,male,80 - 84,825
1990,malays,male,85,254
1990,malays,female,0  -  4 ,22139
1990,malays,female,5  -  9 ,18163
1990,malays,female,10 - 14 ,13324
1990,malays,female,15 - 19 ,15368
1990,malays,female,20 - 24 ,18922
1990,malays,female,25 - 29 ,22713
1990,malays,female,30 - 34 ,19618
1990,malays,female,35 - 39 ,14908
1990,malays,female,40 - 44 ,10643
1990,malays,female,45 - 49 ,6427
1990,malays,female,50 - 54 ,6592
1990,malays,female,55 - 59 ,6743
1990,malays,female,60 - 64 ,5277
1990,malays,female,65 - 69 ,3471
1990,malays,female,70 - 74 ,2129
1990,malays,female,75 - 79 ,1150
1990,malays,female,80 - 84 ,545
1990,malays,female,65 - 85,7551
1990,malays,female,70 - 85,4080
1990,malays,female,75 - 85,1951
1990,malays,female,80 - 84,801
1990,malays,female,85,256
1990,chinese,male,0  -  4 ,81827
1990,chinese,male,5  -  9 ,78220
1990,chinese,male,10 - 14 ,80899
1990,chinese,male,15 - 19 ,90345
1990,chinese,male,20 - 24 ,91919
1990,chinese,male,25 - 29 ,111603
1990,chinese,male,30 - 34 ,119013
1990,chinese,male,35 - 39 ,105766
1990,chinese,male,40 - 44 ,86057
1990,chinese,male,45 - 49 ,53712
1990,chinese,male,50 - 54 ,48091
1990,chinese,male,55 - 59 ,38341
1990,chinese,male,60 - 64 ,29266
1990,chinese,male,65 - 69 ,20438
1990,chinese,male,70 - 74 ,15360
1990,chinese,male,75 - 79 ,11478
1990,chinese,male,80 - 84 ,5984
1990,chinese,male,65 - 85,55996
1990,chinese,male,70 - 85,35558
1990,chinese,male,75 - 85,20198
1990,chinese,male,80 - 84,8720
1990,chinese,male,85,2736
1990,chinese,female,0  -  4 ,75579
1990,chinese,female,5  -  9 ,72137
1990,chinese,female,10 - 14 ,75473
1990,chinese,female,15 - 19 ,84869
1990,chinese,female,20 - 24 ,88649
1990,chinese,female,25 - 29 ,108029
1990,chinese,female,30 - 34 ,114777
1990,chinese,female,35 - 39 ,101211
1990,chinese,female,40 - 44 ,83418
1990,chinese,female,45 - 49 ,52813
1990,chinese,female,50 - 54 ,47420
1990,chinese,female,55 - 59 ,39775
1990,chinese,female,60 - 64 ,33824
1990,chinese,female,65 - 69 ,25162
1990,chinese,female,70 - 74 ,21315
1990,chinese,female,75 - 79 ,16661
1990,chinese,female,80 - 84 ,9666
1990,chinese,female,65 - 85,78843
1990,chinese,female,70 - 85,53681
1990,chinese,female,75 - 85,32366
1990,chinese,female,80 - 84,15705
1990,chinese,female,85,6039
1990,indians,male,0  -  4 ,9072
1990,indians,male,5  -  9 ,7854
1990,indians,male,10 - 14 ,6434
1990,indians,male,15 - 19 ,7417
1990,indians,male,20 - 24 ,9080
1990,indians,male,25 - 29 ,10979
1990,indians,male,30 - 34 ,10938
1990,indians,male,35 - 39 ,8425
1990,indians,male,40 - 44 ,6838
1990,indians,male,45 - 49 ,4751
1990,indians,male,50 - 54 ,4371
1990,indians,male,55 - 59 ,5158
1990,indians,male,60 - 64 ,5625
1990,indians,male,65 - 69 ,4146
1990,indians,male,70 - 74 ,2320
1990,indians,male,75 - 79 ,1054
1990,indians,male,80 - 84 ,386
1990,indians,male,65 - 85,8054
1990,indians,male,70 - 85,3908
1990,indians,male,75 - 85,1588
1990,indians,male,80 - 84,534
1990,indians,male,85,148
1990,indians,female,0  -  4 ,8492
1990,indians,female,5  -  9 ,7350
1990,indians,female,10 - 14 ,6133
1990,indians,female,15 - 19 ,6988
1990,indians,female,20 - 24 ,8686
1990,indians,female,25 - 29 ,10815
1990,indians,female,30 - 34 ,10131
1990,indians,female,35 - 39 ,8165
1990,indians,female,40 - 44 ,6477
1990,indians,female,45 - 49 ,3814
1990,indians,female,50 - 54 ,3867
1990,indians,female,55 - 59 ,3035
1990,indians,female,60 - 64 ,2259
1990,indians,female,65 - 69 ,1422
1990,indians,female,70 - 74 ,768
1990,indians,female,75 - 79 ,397
1990,indians,female,80 - 84 ,168
1990,indians,female,65 - 85,2840
1990,indians,female,70 - 85,1418
1990,indians,female,75 - 85,650
1990,indians,female,80 - 84,253
1990,indians,female,85,85
1990,Other Ethnic Groups,male,0  -  4 ,1943
1990,Other Ethnic Groups,male,5  -  9 ,1293
1990,Other Ethnic Groups,male,10 - 14 ,928
1990,Other Ethnic Groups,male,15 - 19 ,942
1990,Other Ethnic Groups,male,20 - 24 ,916
1990,Other Ethnic Groups,male,25 - 29 ,1237
1990,Other Ethnic Groups,male,30 - 34 ,1323
1990,Other Ethnic Groups,male,35 - 39 ,1159
1990,Other Ethnic Groups,male,40 - 44 ,1090
1990,Other Ethnic Groups,male,45 - 49 ,619
1990,Other Ethnic Groups,male,50 - 54 ,634
1990,Other Ethnic Groups,male,55 - 59 ,627
1990,Other Ethnic Groups,male,60 - 64 ,547
1990,Other Ethnic Groups,male,65 - 69 ,460
1990,Other Ethnic Groups,male,70 - 74 ,279
1990,Other Ethnic Groups,male,75 - 79 ,168
1990,Other Ethnic Groups,male,80 - 84 ,87
1990,Other Ethnic Groups,male,65 - 85,1032
1990,Other Ethnic Groups,male,70 - 85,572
1990,Other Ethnic Groups,male,75 - 85,293
1990,Other Ethnic Groups,male,80 - 84,125
1990,Other Ethnic Groups,male,85,38
1990,Other Ethnic Groups,female,0  -  4 ,1825
1990,Other Ethnic Groups,female,5  -  9 ,1255
1990,Other Ethnic Groups,female,10 - 14 ,892
1990,Other Ethnic Groups,female,15 - 19 ,866
1990,Other Ethnic Groups,female,20 - 24 ,1129
1990,Other Ethnic Groups,female,25 - 29 ,1632
1990,Other Ethnic Groups,female,30 - 34 ,1664
1990,Other Ethnic Groups,female,35 - 39 ,1286
1990,Other Ethnic Groups,female,40 - 44 ,1073
1990,Other Ethnic Groups,female,45 - 49 ,593
1990,Other Ethnic Groups,female,50 - 54 ,691
1990,Other Ethnic Groups,female,55 - 59 ,639
1990,Other Ethnic Groups,female,60 - 64 ,566
1990,Other Ethnic Groups,female,65 - 69 ,450
1990,Other Ethnic Groups,female,70 - 74 ,322
1990,Other Ethnic Groups,female,75 - 79 ,229
1990,Other Ethnic Groups,female,80 - 84 ,119
1990,Other Ethnic Groups,female,65 - 85,1209
1990,Other Ethnic Groups,female,70 - 85,759
1990,Other Ethnic Groups,female,75 - 85,437
1990,Other Ethnic Groups,female,80 - 84,208
1990,Other Ethnic Groups,female,85,89
1991,malays,male,0  -  4 ,24013
1991,malays,male,5  -  9 ,20075
1991,malays,male,10 - 14 ,15190
1991,malays,male,15 - 19 ,15875
1991,malays,male,20 - 24 ,18365
1991,malays,male,25 - 29 ,23757
1991,malays,male,30 - 34 ,21742
1991,malays,male,35 - 39 ,16290
1991,malays,male,40 - 44 ,11543
1991,malays,male,45 - 49 ,5830
1991,malays,male,50 - 54 ,6362
1991,malays,male,55 - 59 ,6016
1991,malays,male,60 - 64 ,5427
1991,malays,male,65 - 69 ,4532
1991,malays,male,70 - 74 ,2762
1991,malays,male,75 - 79 ,1204
1991,malays,male,80 - 84 ,595
1991,malays,male,65 - 85,9358
1991,malays,male,70 - 85,4826
1991,malays,male,75 - 85,2064
1991,malays,male,80 - 84,860
1991,malays,male,85,265
1991,malays,female,0  -  4 ,22816
1991,malays,female,5  -  9 ,18887
1991,malays,female,10 - 14 ,14017
1991,malays,female,15 - 19 ,14710
1991,malays,female,20 - 24 ,17726
1991,malays,female,25 - 29 ,22802
1991,malays,female,30 - 34 ,20548
1991,malays,female,35 - 39 ,16005
1991,malays,female,40 - 44 ,11772
1991,malays,female,45 - 49 ,6371
1991,malays,female,50 - 54 ,6662
1991,malays,female,55 - 59 ,6931
1991,malays,female,60 - 64 ,5463
1991,malays,female,65 - 69 ,3673
1991,malays,female,70 - 74 ,2231
1991,malays,female,75 - 79 ,1119
1991,malays,female,80 - 84 ,582
1991,malays,female,65 - 85,7848
1991,malays,female,70 - 85,4175
1991,malays,female,75 - 85,1944
1991,malays,female,80 - 84,825
1991,malays,female,85,243
1991,chinese,male,0  -  4 ,86238
1991,chinese,male,5  -  9 ,77440
1991,chinese,male,10 - 14 ,81052
1991,chinese,male,15 - 19 ,88696
1991,chinese,male,20 - 24 ,90979
1991,chinese,male,25 - 29 ,110581
1991,chinese,male,30 - 34 ,120407
1991,chinese,male,35 - 39 ,110438
1991,chinese,male,40 - 44 ,93465
1991,chinese,male,45 - 49 ,54273
1991,chinese,male,50 - 54 ,51702
1991,chinese,male,55 - 59 ,39248
1991,chinese,male,60 - 64 ,30634
1991,chinese,male,65 - 69 ,21076
1991,chinese,male,70 - 74 ,15427
1991,chinese,male,75 - 79 ,11382
1991,chinese,male,80 - 84 ,6515
1991,chinese,male,65 - 85,57393
1991,chinese,male,70 - 85,36317
1991,chinese,male,75 - 85,20890
1991,chinese,male,80 - 84,9508
1991,chinese,male,85,2993
1991,chinese,female,0  -  4 ,79777
1991,chinese,female,5  -  9 ,71004
1991,chinese,female,10 - 14 ,75691
1991,chinese,female,15 - 19 ,83397
1991,chinese,female,20 - 24 ,88626
1991,chinese,female,25 - 29 ,108086
1991,chinese,female,30 - 34 ,116253
1991,chinese,female,35 - 39 ,106061
1991,chinese,female,40 - 44 ,90396
1991,chinese,female,45 - 49 ,52865
1991,chinese,female,50 - 54 ,51667
1991,chinese,female,55 - 59 ,40073
1991,chinese,female,60 - 64 ,34892
1991,chinese,female,65 - 69 ,25925
1991,chinese,female,70 - 74 ,21432
