year,ethnicity group,gender,age,population
1991,chinese,female,75 - 79 ,16835
1991,chinese,female,80 - 84 ,10330
1991,chinese,female,65 - 85,80967
1991,chinese,female,70 - 85,55042
1991,chinese,female,75 - 85,33610
1991,chinese,female,80 - 84,16775
1991,chinese,female,85,6445
1991,indians,male,0  -  4 ,9494
1991,indians,male,5  -  9 ,8119
1991,indians,male,10 - 14 ,6796
1991,indians,male,15 - 19 ,6974
1991,indians,male,20 - 24 ,8613
1991,indians,male,25 - 29 ,10838
1991,indians,male,30 - 34 ,11334
1991,indians,male,35 - 39 ,9090
1991,indians,male,40 - 44 ,7421
1991,indians,male,45 - 49 ,4604
1991,indians,male,50 - 54 ,4669
1991,indians,male,55 - 59 ,4662
1991,indians,male,60 - 64 ,5720
1991,indians,male,65 - 69 ,4372
1991,indians,male,70 - 74 ,2505
1991,indians,male,75 - 79 ,1126
1991,indians,male,80 - 84 ,431
1991,indians,male,65 - 85,8597
1991,indians,male,70 - 85,4225
1991,indians,male,75 - 85,1720
1991,indians,male,80 - 84,594
1991,indians,male,85,163
1991,indians,female,0  -  4 ,9022
1991,indians,female,5  -  9 ,7527
1991,indians,female,10 - 14 ,6428
1991,indians,female,15 - 19 ,6725
1991,indians,female,20 - 24 ,8302
1991,indians,female,25 - 29 ,10859
1991,indians,female,30 - 34 ,10570
1991,indians,female,35 - 39 ,8711
1991,indians,female,40 - 44 ,7193
1991,indians,female,45 - 49 ,3830
1991,indians,female,50 - 54 ,4039
1991,indians,female,55 - 59 ,3224
1991,indians,female,60 - 64 ,2391
1991,indians,female,65 - 69 ,1486
1991,indians,female,70 - 74 ,868
1991,indians,female,75 - 79 ,403
1991,indians,female,80 - 84 ,191
1991,indians,female,65 - 85,3031
1991,indians,female,70 - 85,1545
1991,indians,female,75 - 85,677
1991,indians,female,80 - 84,274
1991,indians,female,85,83
1991,Other Ethnic Groups,male,0  -  4 ,2169
1991,Other Ethnic Groups,male,5  -  9 ,1412
1991,Other Ethnic Groups,male,10 - 14 ,996
1991,Other Ethnic Groups,male,15 - 19 ,944
1991,Other Ethnic Groups,male,20 - 24 ,867
1991,Other Ethnic Groups,male,25 - 29 ,1228
1991,Other Ethnic Groups,male,30 - 34 ,1345
1991,Other Ethnic Groups,male,35 - 39 ,1199
1991,Other Ethnic Groups,male,40 - 44 ,1244
1991,Other Ethnic Groups,male,45 - 49 ,646
1991,Other Ethnic Groups,male,50 - 54 ,676
1991,Other Ethnic Groups,male,55 - 59 ,605
1991,Other Ethnic Groups,male,60 - 64 ,595
1991,Other Ethnic Groups,male,65 - 69 ,447
1991,Other Ethnic Groups,male,70 - 74 ,319
1991,Other Ethnic Groups,male,75 - 79 ,167
1991,Other Ethnic Groups,male,80 - 84 ,91
1991,Other Ethnic Groups,male,65 - 85,1067
1991,Other Ethnic Groups,male,70 - 85,620
1991,Other Ethnic Groups,male,75 - 85,301
1991,Other Ethnic Groups,male,80 - 84,134
1991,Other Ethnic Groups,male,85,43
1991,Other Ethnic Groups,female,0  -  4 ,1990
1991,Other Ethnic Groups,female,5  -  9 ,1343
1991,Other Ethnic Groups,female,10 - 14 ,986
1991,Other Ethnic Groups,female,15 - 19 ,836
1991,Other Ethnic Groups,female,20 - 24 ,1181
1991,Other Ethnic Groups,female,25 - 29 ,1689
1991,Other Ethnic Groups,female,30 - 34 ,1823
1991,Other Ethnic Groups,female,35 - 39 ,1398
1991,Other Ethnic Groups,female,40 - 44 ,1176
1991,Other Ethnic Groups,female,45 - 49 ,585
1991,Other Ethnic Groups,female,50 - 54 ,713
1991,Other Ethnic Groups,female,55 - 59 ,638
1991,Other Ethnic Groups,female,60 - 64 ,608
1991,Other Ethnic Groups,female,65 - 69 ,478
1991,Other Ethnic Groups,female,70 - 74 ,324
1991,Other Ethnic Groups,female,75 - 79 ,241
1991,Other Ethnic Groups,female,80 - 84 ,122
1991,Other Ethnic Groups,female,65 - 85,1271
1991,Other Ethnic Groups,female,70 - 85,793
1991,Other Ethnic Groups,female,75 - 85,469
1991,Other Ethnic Groups,female,80 - 84,228
1991,Other Ethnic Groups,female,85,106
1992,malays,male,0  -  4 ,24761
1992,malays,male,5  -  9 ,20553
1992,malays,male,10 - 14 ,16094
1992,malays,male,15 - 19 ,15233
1992,malays,male,20 - 24 ,17361
1992,malays,male,25 - 29 ,23195
1992,malays,male,30 - 34 ,22577
1992,malays,male,35 - 39 ,17439
1992,malays,male,40 - 44 ,11847
1992,malays,male,45 - 49 ,7167
1992,malays,male,50 - 54 ,6094
1992,malays,male,55 - 59 ,6136
1992,malays,male,60 - 64 ,5122
1992,malays,male,65 - 69 ,4603
1992,malays,male,70 - 74 ,3000
1992,malays,male,75 - 79 ,1280
1992,malays,male,80 - 84 ,698
1992,malays,male,65 - 85,9879
1992,malays,male,70 - 85,5276
1992,malays,male,75 - 85,2276
1992,malays,male,80 - 84,996
1992,malays,male,85,298
1992,malays,female,0  -  4 ,23557
1992,malays,female,5  -  9 ,19508
1992,malays,female,10 - 14 ,14934
1992,malays,female,15 - 19 ,14004
1992,malays,female,20 - 24 ,16765
1992,malays,female,25 - 29 ,22603
1992,malays,female,30 - 34 ,21421
1992,malays,female,35 - 39 ,16901
1992,malays,female,40 - 44 ,12281
1992,malays,female,45 - 49 ,7455
1992,malays,female,50 - 54 ,6818
1992,malays,female,55 - 59 ,6741
1992,malays,female,60 - 64 ,5453
1992,malays,female,65 - 69 ,3842
1992,malays,female,70 - 74 ,2393
1992,malays,female,75 - 79 ,1193
1992,malays,female,80 - 84 ,675
1992,malays,female,65 - 85,8396
1992,malays,female,70 - 85,4554
1992,malays,female,75 - 85,2161
1992,malays,female,80 - 84,968
1992,malays,female,85,293
1992,chinese,male,0  -  4 ,89846
1992,chinese,male,5  -  9 ,75849
1992,chinese,male,10 - 14 ,80414
1992,chinese,male,15 - 19 ,87084
1992,chinese,male,20 - 24 ,91760
1992,chinese,male,25 - 29 ,108959
1992,chinese,male,30 - 34 ,119777
1992,chinese,male,35 - 39 ,115010
1992,chinese,male,40 - 44 ,96356
1992,chinese,male,45 - 49 ,61602
1992,chinese,male,50 - 54 ,54021
1992,chinese,male,55 - 59 ,39626
1992,chinese,male,60 - 64 ,31691
1992,chinese,male,65 - 69 ,22202
1992,chinese,male,70 - 74 ,15539
1992,chinese,male,75 - 79 ,11311
1992,chinese,male,80 - 84 ,6792
1992,chinese,male,65 - 85,59150
1992,chinese,male,70 - 85,36948
1992,chinese,male,75 - 85,21409
1992,chinese,male,80 - 84,10098
1992,chinese,male,85,3306
1992,chinese,female,0  -  4 ,83698
1992,chinese,female,5  -  9 ,69685
1992,chinese,female,10 - 14 ,74739
1992,chinese,female,15 - 19 ,82024
1992,chinese,female,20 - 24 ,90601
1992,chinese,female,25 - 29 ,107280
1992,chinese,female,30 - 34 ,116492
1992,chinese,female,35 - 39 ,110749
1992,chinese,female,40 - 44 ,92946
1992,chinese,female,45 - 49 ,60110
1992,chinese,female,50 - 54 ,54429
1992,chinese,female,55 - 59 ,39871
1992,chinese,female,60 - 64 ,35736
1992,chinese,female,65 - 69 ,27231
1992,chinese,female,70 - 74 ,21520
1992,chinese,female,75 - 79 ,16968
1992,chinese,female,80 - 84 ,10904
1992,chinese,female,65 - 85,83495
1992,chinese,female,70 - 85,56264
1992,chinese,female,75 - 85,34744
1992,chinese,female,80 - 84,17776
1992,chinese,female,85,6872
1992,indians,male,0  -  4 ,9841
1992,indians,male,5  -  9 ,8397
1992,indians,male,10 - 14 ,7162
1992,indians,male,15 - 19 ,6695
1992,indians,male,20 - 24 ,8237
1992,indians,male,25 - 29 ,10663
1992,indians,male,30 - 34 ,11604
1992,indians,male,35 - 39 ,9558
1992,indians,male,40 - 44 ,7643
1992,indians,male,45 - 49 ,5039
1992,indians,male,50 - 54 ,5016
1992,indians,male,55 - 59 ,4192
1992,indians,male,60 - 64 ,5701
1992,indians,male,65 - 69 ,4506
1992,indians,male,70 - 74 ,2694
1992,indians,male,75 - 79 ,1225
1992,indians,male,80 - 84 ,499
1992,indians,male,65 - 85,9123
1992,indians,male,70 - 85,4617
1992,indians,male,75 - 85,1923
1992,indians,male,80 - 84,698
1992,indians,male,85,199
1992,indians,female,0  -  4 ,9513
1992,indians,female,5  -  9 ,7809
1992,indians,female,10 - 14 ,6705
1992,indians,female,15 - 19 ,6508
1992,indians,female,20 - 24 ,8066
1992,indians,female,25 - 29 ,10810
1992,indians,female,30 - 34 ,10888
1992,indians,female,35 - 39 ,9202
1992,indians,female,40 - 44 ,7472
1992,indians,female,45 - 49 ,4493
1992,indians,female,50 - 54 ,4125
1992,indians,female,55 - 59 ,3361
1992,indians,female,60 - 64 ,2488
1992,indians,female,65 - 69 ,1640
1992,indians,female,70 - 74 ,943
1992,indians,female,75 - 79 ,421
1992,indians,female,80 - 84 ,236
1992,indians,female,65 - 85,3341
1992,indians,female,70 - 85,1701
1992,indians,female,75 - 85,758
1992,indians,female,80 - 84,337
1992,indians,female,85,101
1992,Other Ethnic Groups,male,0  -  4 ,2357
1992,Other Ethnic Groups,male,5  -  9 ,1495
1992,Other Ethnic Groups,male,10 - 14 ,1071
1992,Other Ethnic Groups,male,15 - 19 ,928
1992,Other Ethnic Groups,male,20 - 24 ,859
1992,Other Ethnic Groups,male,25 - 29 ,1170
1992,Other Ethnic Groups,male,30 - 34 ,1338
1992,Other Ethnic Groups,male,35 - 39 ,1272
1992,Other Ethnic Groups,male,40 - 44 ,1242
1992,Other Ethnic Groups,male,45 - 49 ,804
1992,Other Ethnic Groups,male,50 - 54 ,697
1992,Other Ethnic Groups,male,55 - 59 ,626
1992,Other Ethnic Groups,male,60 - 64 ,597
1992,Other Ethnic Groups,male,65 - 69 ,482
1992,Other Ethnic Groups,male,70 - 74 ,347
1992,Other Ethnic Groups,male,75 - 79 ,171
1992,Other Ethnic Groups,male,80 - 84 ,86
1992,Other Ethnic Groups,male,65 - 85,1136
1992,Other Ethnic Groups,male,70 - 85,654
1992,Other Ethnic Groups,male,75 - 85,307
1992,Other Ethnic Groups,male,80 - 84,136
1992,Other Ethnic Groups,male,85,50
1992,Other Ethnic Groups,female,0  -  4 ,2178
1992,Other Ethnic Groups,female,5  -  9 ,1429
1992,Other Ethnic Groups,female,10 - 14 ,1052
1992,Other Ethnic Groups,female,15 - 19 ,856
1992,Other Ethnic Groups,female,20 - 24 ,1156
1992,Other Ethnic Groups,female,25 - 29 ,1811
1992,Other Ethnic Groups,female,30 - 34 ,1933
1992,Other Ethnic Groups,female,35 - 39 ,1558
1992,Other Ethnic Groups,female,40 - 44 ,1215
1992,Other Ethnic Groups,female,45 - 49 ,715
1992,Other Ethnic Groups,female,50 - 54 ,703
1992,Other Ethnic Groups,female,55 - 59 ,675
1992,Other Ethnic Groups,female,60 - 64 ,605
1992,Other Ethnic Groups,female,65 - 69 ,499
1992,Other Ethnic Groups,female,70 - 74 ,352
1992,Other Ethnic Groups,female,75 - 79 ,233
1992,Other Ethnic Groups,female,80 - 84 ,141
1992,Other Ethnic Groups,female,65 - 85,1337
1992,Other Ethnic Groups,female,70 - 85,838
1992,Other Ethnic Groups,female,75 - 85,486
1992,Other Ethnic Groups,female,80 - 84,253
1992,Other Ethnic Groups,female,85,112
1993,malays,male,0  -  4 ,25142
1993,malays,male,5  -  9 ,21168
1993,malays,male,10 - 14 ,17283
1993,malays,male,15 - 19 ,14498
1993,malays,male,20 - 24 ,16848
1993,malays,male,25 - 29 ,22339
1993,malays,male,30 - 34 ,23071
1993,malays,male,35 - 39 ,18547
1993,malays,male,40 - 44 ,12620
1993,malays,male,45 - 49 ,8246
1993,malays,male,50 - 54 ,5892
1993,malays,male,55 - 59 ,6202
1993,malays,male,60 - 64 ,4966
1993,malays,male,65 - 69 ,4683
1993,malays,male,70 - 74 ,3159
1993,malays,male,75 - 79 ,1384
1993,malays,male,80 - 84 ,754
1993,malays,male,65 - 85,10321
1993,malays,male,70 - 85,5638
1993,malays,male,75 - 85,2479
1993,malays,male,80 - 84,1095
1993,malays,male,85,341
1993,malays,female,0  -  4 ,23786
1993,malays,female,5  -  9 ,20214
1993,malays,female,10 - 14 ,16052
1993,malays,female,15 - 19 ,13369
1993,malays,female,20 - 24 ,16418
1993,malays,female,25 - 29 ,21800
1993,malays,female,30 - 34 ,22026
1993,malays,female,35 - 39 ,17935
1993,malays,female,40 - 44 ,12982
1993,malays,female,45 - 49 ,8473
1993,malays,female,50 - 54 ,6744
1993,malays,female,55 - 59 ,6677
1993,malays,female,60 - 64 ,5475
1993,malays,female,65 - 69 ,4098
1993,malays,female,70 - 74 ,2560
1993,malays,female,75 - 79 ,1268
1993,malays,female,80 - 84 ,736
1993,malays,female,65 - 85,8994
1993,malays,female,70 - 85,4896
1993,malays,female,75 - 85,2336
1993,malays,female,80 - 84,1068
1993,malays,female,85,332
1993,chinese,male,0  -  4 ,90828
1993,chinese,male,5  -  9 ,77455
1993,chinese,male,10 - 14 ,81221
1993,chinese,male,15 - 19 ,83209
1993,chinese,male,20 - 24 ,93447
1993,chinese,male,25 - 29 ,107143
1993,chinese,male,30 - 34 ,119528
1993,chinese,male,35 - 39 ,118030
1993,chinese,male,40 - 44 ,99977
1993,chinese,male,45 - 49 ,69255
1993,chinese,male,50 - 54 ,54870
1993,chinese,male,55 - 59 ,41066
1993,chinese,male,60 - 64 ,32894
1993,chinese,male,65 - 69 ,23437
1993,chinese,male,70 - 74 ,15789
1993,chinese,male,75 - 79 ,11241
1993,chinese,male,80 - 84 ,6977
1993,chinese,male,65 - 85,61083
1993,chinese,male,70 - 85,37646
1993,chinese,male,75 - 85,21857
1993,chinese,male,80 - 84,10616
1993,chinese,male,85,3639
1993,chinese,female,0  -  4 ,84537
1993,chinese,female,5  -  9 ,71407
1993,chinese,female,10 - 14 ,75101
1993,chinese,female,15 - 19 ,78460
1993,chinese,female,20 - 24 ,93101
1993,chinese,female,25 - 29 ,106643
1993,chinese,female,30 - 34 ,116775
1993,chinese,female,35 - 39 ,114397
1993,chinese,female,40 - 44 ,96314
1993,chinese,female,45 - 49 ,67856
1993,chinese,female,50 - 54 ,55242
1993,chinese,female,55 - 59 ,41089
1993,chinese,female,60 - 64 ,36304
1993,chinese,female,65 - 69 ,28710
1993,chinese,female,70 - 74 ,21877
1993,chinese,female,75 - 79 ,16921
1993,chinese,female,80 - 84 ,11435
1993,chinese,female,65 - 85,86355
1993,chinese,female,70 - 85,57645
1993,chinese,female,75 - 85,35768
1993,chinese,female,80 - 84,18847
1993,chinese,female,85,7412
1993,indians,male,0  -  4 ,10079
1993,indians,male,5  -  9 ,8699
1993,indians,male,10 - 14 ,7647
1993,indians,male,15 - 19 ,6585
1993,indians,male,20 - 24 ,7926
1993,indians,male,25 - 29 ,10403
1993,indians,male,30 - 34 ,11655
1993,indians,male,35 - 39 ,10080
1993,indians,male,40 - 44 ,8082
1993,indians,male,45 - 49 ,5593
1993,indians,male,50 - 54 ,5112
1993,indians,male,55 - 59 ,3842
1993,indians,male,60 - 64 ,5564
1993,indians,male,65 - 69 ,4789
1993,indians,male,70 - 74 ,2815
1993,indians,male,75 - 79 ,1283
1993,indians,male,80 - 84 ,556
1993,indians,male,65 - 85,9672
1993,indians,male,70 - 85,4883
1993,indians,male,75 - 85,2068
1993,indians,male,80 - 84,785
1993,indians,male,85,229
1993,indians,female,0  -  4 ,9692
1993,indians,female,5  -  9 ,8212
1993,indians,female,10 - 14 ,7131
1993,indians,female,15 - 19 ,6205
1993,indians,female,20 - 24 ,8029
1993,indians,female,25 - 29 ,10504
1993,indians,female,30 - 34 ,11201
1993,indians,female,35 - 39 ,9782
1993,indians,female,40 - 44 ,7846
1993,indians,female,45 - 49 ,5119
1993,indians,female,50 - 54 ,4106
1993,indians,female,55 - 59 ,3501
1993,indians,female,60 - 64 ,2641
1993,indians,female,65 - 69 ,1779
1993,indians,female,70 - 74 ,1052
1993,indians,female,75 - 79 ,456
1993,indians,female,80 - 84 ,239
1993,indians,female,65 - 85,3644
1993,indians,female,70 - 85,1865
1993,indians,female,75 - 85,813
1993,indians,female,80 - 84,357
1993,indians,female,85,118
1993,Other Ethnic Groups,male,0  -  4 ,2434
1993,Other Ethnic Groups,male,5  -  9 ,1644
1993,Other Ethnic Groups,male,10 - 14 ,1148
1993,Other Ethnic Groups,male,15 - 19 ,884
1993,Other Ethnic Groups,male,20 - 24 ,893
1993,Other Ethnic Groups,male,25 - 29 ,1111
1993,Other Ethnic Groups,male,30 - 34 ,1355
1993,Other Ethnic Groups,male,35 - 39 ,1338
1993,Other Ethnic Groups,male,40 - 44 ,1235
1993,Other Ethnic Groups,male,45 - 49 ,946
1993,Other Ethnic Groups,male,50 - 54 ,712
1993,Other Ethnic Groups,male,55 - 59 ,626
1993,Other Ethnic Groups,male,60 - 64 ,616
1993,Other Ethnic Groups,male,65 - 69 ,506
1993,Other Ethnic Groups,male,70 - 74 ,359
1993,Other Ethnic Groups,male,75 - 79 ,183
1993,Other Ethnic Groups,male,80 - 84 ,89
1993,Other Ethnic Groups,male,65 - 85,1198
1993,Other Ethnic Groups,male,70 - 85,692
1993,Other Ethnic Groups,male,75 - 85,333
1993,Other Ethnic Groups,male,80 - 84,150
1993,Other Ethnic Groups,male,85,61
1993,Other Ethnic Groups,female,0  -  4 ,2273
1993,Other Ethnic Groups,female,5  -  9 ,1560
1993,Other Ethnic Groups,female,10 - 14 ,1115
1993,Other Ethnic Groups,female,15 - 19 ,874
1993,Other Ethnic Groups,female,20 - 24 ,1205
1993,Other Ethnic Groups,female,25 - 29 ,1847
1993,Other Ethnic Groups,female,30 - 34 ,2121
1993,Other Ethnic Groups,female,35 - 39 ,1670
1993,Other Ethnic Groups,female,40 - 44 ,1262
1993,Other Ethnic Groups,female,45 - 49 ,844
1993,Other Ethnic Groups,female,50 - 54 ,723
1993,Other Ethnic Groups,female,55 - 59 ,677
1993,Other Ethnic Groups,female,60 - 64 ,603
1993,Other Ethnic Groups,female,65 - 69 ,520
1993,Other Ethnic Groups,female,70 - 74 ,376
1993,Other Ethnic Groups,female,75 - 79 ,232
1993,Other Ethnic Groups,female,80 - 84 ,166
1993,Other Ethnic Groups,female,65 - 85,1414
1993,Other Ethnic Groups,female,70 - 85,894
1993,Other Ethnic Groups,female,75 - 85,518
1993,Other Ethnic Groups,female,80 - 84,286
1993,Other Ethnic Groups,female,85,120
1994,malays,male,0  -  4 ,25331
1994,malays,male,5  -  9 ,22106
1994,malays,male,10 - 14 ,18313
1994,malays,male,15 - 19 ,14267
1994,malays,male,20 - 24 ,16433
1994,malays,male,25 - 29 ,20789
1994,malays,male,30 - 34 ,23575
1994,malays,male,35 - 39 ,19364
1994,malays,male,40 - 44 ,13811
1994,malays,male,45 - 49 ,9048
1994,malays,male,50 - 54 ,5879
1994,malays,male,55 - 59 ,6255
1994,malays,male,60 - 64 ,4944
1994,malays,male,65 - 69 ,4806
1994,malays,male,70 - 74 ,3298
1994,malays,male,75 - 79 ,1566
1994,malays,male,80 - 84 ,730
1994,malays,male,65 - 85,10743
1994,malays,male,70 - 85,5937
1994,malays,male,75 - 85,2639
1994,malays,male,80 - 84,1073
1994,malays,male,85,343
1994,malays,female,0  -  4 ,23870
1994,malays,female,5  -  9 ,21112
1994,malays,female,10 - 14 ,16965
1994,malays,female,15 - 19 ,13222
1994,malays,female,20 - 24 ,15930
1994,malays,female,25 - 29 ,20726
1994,malays,female,30 - 34 ,22620
1994,malays,female,35 - 39 ,18777
1994,malays,female,40 - 44 ,14025
1994,malays,female,45 - 49 ,9298
1994,malays,female,50 - 54 ,6665
1994,malays,female,55 - 59 ,6620
1994,malays,female,60 - 64 ,5808
1994,malays,female,65 - 69 ,4407
1994,malays,female,70 - 74 ,2659
1994,malays,female,75 - 79 ,1368
1994,malays,female,80 - 84 ,706
1994,malays,female,65 - 85,9492
1994,malays,female,70 - 85,5085
1994,malays,female,75 - 85,2426
1994,malays,female,80 - 84,1058
1994,malays,female,85,352
1994,chinese,male,0  -  4 ,89417
1994,chinese,male,5  -  9 ,82673
1994,chinese,male,10 - 14 ,79929
1994,chinese,male,15 - 19 ,81424
1994,chinese,male,20 - 24 ,94681
1994,chinese,male,25 - 29 ,103607
1994,chinese,male,30 - 34 ,118936
1994,chinese,male,35 - 39 ,120225
1994,chinese,male,40 - 44 ,103798
1994,chinese,male,45 - 49 ,76609
1994,chinese,male,50 - 54 ,55303
1994,chinese,male,55 - 59 ,44083
1994,chinese,male,60 - 64 ,34165
1994,chinese,male,65 - 69 ,24736
1994,chinese,male,70 - 74 ,16267
1994,chinese,male,75 - 79 ,11139
1994,chinese,male,80 - 84 ,7134
1994,chinese,male,65 - 85,63222
1994,chinese,male,70 - 85,38486
1994,chinese,male,75 - 85,22219
1994,chinese,male,80 - 84,11080
1994,chinese,male,85,3946
1994,chinese,female,0  -  4 ,83466
1994,chinese,female,5  -  9 ,76509
1994,chinese,female,10 - 14 ,73892
1994,chinese,female,15 - 19 ,76566
1994,chinese,female,20 - 24 ,94453
1994,chinese,female,25 - 29 ,104937
1994,chinese,female,30 - 34 ,117192
1994,chinese,female,35 - 39 ,117473
1994,chinese,female,40 - 44 ,99824
1994,chinese,female,45 - 49 ,74690
1994,chinese,female,50 - 54 ,55429
1994,chinese,female,55 - 59 ,44280
1994,chinese,female,60 - 64 ,37087
1994,chinese,female,65 - 69 ,30502
1994,chinese,female,70 - 74 ,22186
1994,chinese,female,75 - 79 ,16992
1994,chinese,female,80 - 84 ,11756
1994,chinese,female,65 - 85,89330
1994,chinese,female,70 - 85,58828
1994,chinese,female,75 - 85,36642
1994,chinese,female,80 - 84,19650
1994,chinese,female,85,7894
1994,indians,male,0  -  4 ,10283
1994,indians,male,5  -  9 ,9243
1994,indians,male,10 - 14 ,8029
1994,indians,male,15 - 19 ,6576
1994,indians,male,20 - 24 ,7677
1994,indians,male,25 - 29 ,10019
1994,indians,male,30 - 34 ,11796
1994,indians,male,35 - 39 ,10837
1994,indians,male,40 - 44 ,8464
1994,indians,male,45 - 49 ,6165
1994,indians,male,50 - 54 ,5065
1994,indians,male,55 - 59 ,3838
1994,indians,male,60 - 64 ,5282
1994,indians,male,65 - 69 ,4980
1994,indians,male,70 - 74 ,3000
1994,indians,male,75 - 79 ,1384
1994,indians,male,80 - 84 ,604
1994,indians,male,65 - 85,10228
1994,indians,male,70 - 85,5248
1994,indians,male,75 - 85,2248
1994,indians,male,80 - 84,864
1994,indians,male,85,260
1994,indians,female,0  -  4 ,9910
1994,indians,female,5  -  9 ,8709
1994,indians,female,10 - 14 ,7478
1994,indians,female,15 - 19 ,6126
1994,indians,female,20 - 24 ,7942
1994,indians,female,25 - 29 ,10222
1994,indians,female,30 - 34 ,11577
1994,indians,female,35 - 39 ,10248
1994,indians,female,40 - 44 ,8227
1994,indians,female,45 - 49 ,5874
1994,indians,female,50 - 54 ,4036
1994,indians,female,55 - 59 ,3703
1994,indians,female,60 - 64 ,2781
1994,indians,female,65 - 69 ,1939
1994,indians,female,70 - 74 ,1113
1994,indians,female,75 - 79 ,508
1994,indians,female,80 - 84 ,252
1994,indians,female,65 - 85,3937
1994,indians,female,70 - 85,1998
1994,indians,female,75 - 85,885
1994,indians,female,80 - 84,377
1994,indians,female,85,125
1994,Other Ethnic Groups,male,0  -  4 ,2447
1994,Other Ethnic Groups,male,5  -  9 ,1787
1994,Other Ethnic Groups,male,10 - 14 ,1237
1994,Other Ethnic Groups,male,15 - 19 ,920
1994,Other Ethnic Groups,male,20 - 24 ,921
1994,Other Ethnic Groups,male,25 - 29 ,1034
1994,Other Ethnic Groups,male,30 - 34 ,1376
1994,Other Ethnic Groups,male,35 - 39 ,1382
1994,Other Ethnic Groups,male,40 - 44 ,1284
1994,Other Ethnic Groups,male,45 - 49 ,1076
