Column,year,ethnicity group,gender,age,population
16009,2005,chinese,male,75 - 79 ,16677
16010,2005,chinese,male,80 - 84 ,8342
16011,2005,chinese,male,65 - 85,98738
16012,2005,chinese,male,70 - 85,58780
16013,2005,chinese,male,75 - 85,31002
16014,2005,chinese,male,80 - 84,14325
16015,2005,chinese,male,85,5983
16016,2005,chinese,female,0  -  4 ,65262
16017,2005,chinese,female,5  -  9 ,79148
16018,2005,chinese,female,10 - 14 ,88206
16019,2005,chinese,female,15 - 19 ,80493
16020,2005,chinese,female,20 - 24 ,78946
16021,2005,chinese,female,25 - 29 ,99973
16022,2005,chinese,female,30 - 34 ,117204
16023,2005,chinese,female,35 - 39 ,115303
16024,2005,chinese,female,40 - 44 ,120586
16025,2005,chinese,female,45 - 49 ,119328
16026,2005,chinese,female,50 - 54 ,101337
16027,2005,chinese,female,55 - 59 ,81500
16028,2005,chinese,female,60 - 64 ,50435
16029,2005,chinese,female,65 - 69 ,43572
16030,2005,chinese,female,70 - 74 ,33901
16031,2005,chinese,female,75 - 79 ,25117
16032,2005,chinese,female,80 - 84 ,14602
16033,2005,chinese,female,65 - 85,131153
16034,2005,chinese,female,70 - 85,87581
16035,2005,chinese,female,75 - 85,53680
16036,2005,chinese,female,80 - 84,28563
16037,2005,chinese,female,85,13961
16038,2005,indians,both combined,0  -  4 ,22754
16039,2005,indians,both combined,5  -  9 ,23531
16040,2005,indians,both combined,10 - 14 ,22967
16041,2005,indians,both combined,15 - 19 ,19952
16042,2005,indians,both combined,20 - 24 ,18239
16043,2005,indians,both combined,25 - 29 ,21604
16044,2005,indians,both combined,30 - 34 ,28233
16045,2005,indians,both combined,35 - 39 ,28438
16046,2005,indians,both combined,40 - 44 ,27003
16047,2005,indians,both combined,45 - 49 ,23224
16048,2005,indians,both combined,50 - 54 ,17171
16049,2005,indians,both combined,55 - 59 ,12863
16050,2005,indians,both combined,60 - 64 ,7143
16051,2005,indians,both combined,65 - 69 ,6277
16052,2005,indians,both combined,70 - 74 ,5377
16053,2005,indians,both combined,75 - 79 ,3649
16054,2005,indians,both combined,80 - 84 ,1725
16055,2005,indians,both combined,65 - 85,18009
16056,2005,indians,both combined,70 - 85,11732
16057,2005,indians,both combined,75 - 85,6355
16058,2005,indians,both combined,80 - 84,2706
16059,2005,indians,both combined,85,981
16060,2005,indians,male,0  -  4 ,11655
16061,2005,indians,male,5  -  9 ,11993
16062,2005,indians,male,10 - 14 ,11624
16063,2005,indians,male,15 - 19 ,10139
16064,2005,indians,male,20 - 24 ,8833
16065,2005,indians,male,25 - 29 ,9379
16066,2005,indians,male,30 - 34 ,14748
16067,2005,indians,male,35 - 39 ,15827
16068,2005,indians,male,40 - 44 ,14416
16069,2005,indians,male,45 - 49 ,12351
16070,2005,indians,male,50 - 54 ,8695
16071,2005,indians,male,55 - 59 ,6409
16072,2005,indians,male,60 - 64 ,3633
16073,2005,indians,male,65 - 69 ,2973
16074,2005,indians,male,70 - 74 ,2989
16075,2005,indians,male,75 - 79 ,2210
16076,2005,indians,male,80 - 84 ,1087
16077,2005,indians,male,65 - 85,9919
16078,2005,indians,male,70 - 85,6946
16079,2005,indians,male,75 - 85,3957
16080,2005,indians,male,80 - 84,1747
16081,2005,indians,male,85,660
16082,2005,indians,female,0  -  4 ,11099
16083,2005,indians,female,5  -  9 ,11538
16084,2005,indians,female,10 - 14 ,11343
16085,2005,indians,female,15 - 19 ,9813
16086,2005,indians,female,20 - 24 ,9406
16087,2005,indians,female,25 - 29 ,12225
16088,2005,indians,female,30 - 34 ,13485
16089,2005,indians,female,35 - 39 ,12611
16090,2005,indians,female,40 - 44 ,12587
16091,2005,indians,female,45 - 49 ,10873
16092,2005,indians,female,50 - 54 ,8476
16093,2005,indians,female,55 - 59 ,6454
16094,2005,indians,female,60 - 64 ,3510
16095,2005,indians,female,65 - 69 ,3304
16096,2005,indians,female,70 - 74 ,2388
16097,2005,indians,female,75 - 79 ,1439
16098,2005,indians,female,80 - 84 ,638
16099,2005,indians,female,65 - 85,8090
16100,2005,indians,female,70 - 85,4786
16101,2005,indians,female,75 - 85,2398
16102,2005,indians,female,80 - 84,959
16103,2005,indians,female,85,321
16104,2005,Other Ethnic Groups,both combined,0  -  4 ,6009
16105,2005,Other Ethnic Groups,both combined,5  -  9 ,6184
16106,2005,Other Ethnic Groups,both combined,10 - 14 ,4878
16107,2005,Other Ethnic Groups,both combined,15 - 19 ,3790
16108,2005,Other Ethnic Groups,both combined,20 - 24 ,3426
16109,2005,Other Ethnic Groups,both combined,25 - 29 ,4306
16110,2005,Other Ethnic Groups,both combined,30 - 34 ,7631
16111,2005,Other Ethnic Groups,both combined,35 - 39 ,8483
16112,2005,Other Ethnic Groups,both combined,40 - 44 ,7402
16113,2005,Other Ethnic Groups,both combined,45 - 49 ,5538
16114,2005,Other Ethnic Groups,both combined,50 - 54 ,3783
16115,2005,Other Ethnic Groups,both combined,55 - 59 ,2797
16116,2005,Other Ethnic Groups,both combined,60 - 64 ,1409
16117,2005,Other Ethnic Groups,both combined,65 - 69 ,1213
16118,2005,Other Ethnic Groups,both combined,70 - 74 ,997
16119,2005,Other Ethnic Groups,both combined,75 - 79 ,693
16120,2005,Other Ethnic Groups,both combined,80 - 84 ,414
16121,2005,Other Ethnic Groups,both combined,65 - 85,3602
16122,2005,Other Ethnic Groups,both combined,70 - 85,2389
16123,2005,Other Ethnic Groups,both combined,75 - 85,1392
16124,2005,Other Ethnic Groups,both combined,80 - 84,699
16125,2005,Other Ethnic Groups,both combined,85,285
16126,2005,Other Ethnic Groups,male,0  -  4 ,3076
16127,2005,Other Ethnic Groups,male,5  -  9 ,3025
16128,2005,Other Ethnic Groups,male,10 - 14 ,2419
16129,2005,Other Ethnic Groups,male,15 - 19 ,1838
16130,2005,Other Ethnic Groups,male,20 - 24 ,1576
16131,2005,Other Ethnic Groups,male,25 - 29 ,1662
16132,2005,Other Ethnic Groups,male,30 - 34 ,3146
16133,2005,Other Ethnic Groups,male,35 - 39 ,3890
16134,2005,Other Ethnic Groups,male,40 - 44 ,3640
16135,2005,Other Ethnic Groups,male,45 - 49 ,2834
16136,2005,Other Ethnic Groups,male,50 - 54 ,2093
16137,2005,Other Ethnic Groups,male,55 - 59 ,1587
16138,2005,Other Ethnic Groups,male,60 - 64 ,810
16139,2005,Other Ethnic Groups,male,65 - 69 ,595
16140,2005,Other Ethnic Groups,male,70 - 74 ,463
16141,2005,Other Ethnic Groups,male,75 - 79 ,315
16142,2005,Other Ethnic Groups,male,80 - 84 ,196
16143,2005,Other Ethnic Groups,male,65 - 85,1667
16144,2005,Other Ethnic Groups,male,70 - 85,1072
16145,2005,Other Ethnic Groups,male,75 - 85,609
16146,2005,Other Ethnic Groups,male,80 - 84,294
16147,2005,Other Ethnic Groups,male,85,98
16148,2005,Other Ethnic Groups,female,0  -  4 ,2933
16149,2005,Other Ethnic Groups,female,5  -  9 ,3159
16150,2005,Other Ethnic Groups,female,10 - 14 ,2459
16151,2005,Other Ethnic Groups,female,15 - 19 ,1952
16152,2005,Other Ethnic Groups,female,20 - 24 ,1850
16153,2005,Other Ethnic Groups,female,25 - 29 ,2644
16154,2005,Other Ethnic Groups,female,30 - 34 ,4485
16155,2005,Other Ethnic Groups,female,35 - 39 ,4593
16156,2005,Other Ethnic Groups,female,40 - 44 ,3762
16157,2005,Other Ethnic Groups,female,45 - 49 ,2704
16158,2005,Other Ethnic Groups,female,50 - 54 ,1690
16159,2005,Other Ethnic Groups,female,55 - 59 ,1210
16160,2005,Other Ethnic Groups,female,60 - 64 ,599
16161,2005,Other Ethnic Groups,female,65 - 69 ,618
16162,2005,Other Ethnic Groups,female,70 - 74 ,534
16163,2005,Other Ethnic Groups,female,75 - 79 ,378
16164,2005,Other Ethnic Groups,female,80 - 84 ,218
16165,2005,Other Ethnic Groups,female,65 - 85,1935
16166,2005,Other Ethnic Groups,female,70 - 85,1317
16167,2005,Other Ethnic Groups,female,75 - 85,783
16168,2005,Other Ethnic Groups,female,80 - 84,405
16169,2005,Other Ethnic Groups,female,85,187
16170,2006,Total Residents,both combined,0  -  4 ,194479
16171,2006,Total Residents,both combined,5  -  9 ,235204
16172,2006,Total Residents,both combined,10 - 14 ,256482
16173,2006,Total Residents,both combined,15 - 19 ,246547
16174,2006,Total Residents,both combined,20 - 24 ,219631
16175,2006,Total Residents,both combined,25 - 29 ,251659
16176,2006,Total Residents,both combined,30 - 34 ,293251
16177,2006,Total Residents,both combined,35 - 39 ,298203
16178,2006,Total Residents,both combined,40 - 44 ,323017
16179,2006,Total Residents,both combined,45 - 49 ,312858
16180,2006,Total Residents,both combined,50 - 54 ,266994
16181,2006,Total Residents,both combined,55 - 59 ,214601
16182,2006,Total Residents,both combined,60 - 64 ,118242
16183,2006,Total Residents,both combined,65 - 69 ,108837
16184,2006,Total Residents,both combined,70 - 74 ,78317
16185,2006,Total Residents,both combined,75 - 79 ,54413
16186,2006,Total Residents,both combined,80 - 84 ,29443
16187,2006,Total Residents,both combined,65 - 85,294726
16188,2006,Total Residents,both combined,70 - 85,185889
16189,2006,Total Residents,both combined,75 - 85,107572
16190,2006,Total Residents,both combined,80 - 84,53159
16191,2006,Total Residents,both combined,85,23716
16192,2006,Total Residents,male,0  -  4 ,99730
16193,2006,Total Residents,male,5  -  9 ,121432
16194,2006,Total Residents,male,10 - 14 ,131748
16195,2006,Total Residents,male,15 - 19 ,126649
16196,2006,Total Residents,male,20 - 24 ,111267
16197,2006,Total Residents,male,25 - 29 ,119976
16198,2006,Total Residents,male,30 - 34 ,141031
16199,2006,Total Residents,male,35 - 39 ,145884
16200,2006,Total Residents,male,40 - 44 ,162499
16201,2006,Total Residents,male,45 - 49 ,158246
16202,2006,Total Residents,male,50 - 54 ,134543
16203,2006,Total Residents,male,55 - 59 ,107015
16204,2006,Total Residents,male,60 - 64 ,57981
16205,2006,Total Residents,male,65 - 69 ,51720
16206,2006,Total Residents,male,70 - 74 ,35870
16207,2006,Total Residents,male,75 - 79 ,23179
16208,2006,Total Residents,male,80 - 84 ,11601
16209,2006,Total Residents,male,65 - 85,130241
16210,2006,Total Residents,male,70 - 85,78521
16211,2006,Total Residents,male,75 - 85,42651
16212,2006,Total Residents,male,80 - 84,19472
16213,2006,Total Residents,male,85,7871
16214,2006,Total Residents,female,0  -  4 ,94749
16215,2006,Total Residents,female,5  -  9 ,113772
16216,2006,Total Residents,female,10 - 14 ,124734
16217,2006,Total Residents,female,15 - 19 ,119898
16218,2006,Total Residents,female,20 - 24 ,108364
16219,2006,Total Residents,female,25 - 29 ,131683
16220,2006,Total Residents,female,30 - 34 ,152220
16221,2006,Total Residents,female,35 - 39 ,152319
16222,2006,Total Residents,female,40 - 44 ,160518
16223,2006,Total Residents,female,45 - 49 ,154612
16224,2006,Total Residents,female,50 - 54 ,132451
16225,2006,Total Residents,female,55 - 59 ,107586
16226,2006,Total Residents,female,60 - 64 ,60261
16227,2006,Total Residents,female,65 - 69 ,57117
16228,2006,Total Residents,female,70 - 74 ,42447
16229,2006,Total Residents,female,75 - 79 ,31234
16230,2006,Total Residents,female,80 - 84 ,17842
16231,2006,Total Residents,female,65 - 85,164485
16232,2006,Total Residents,female,70 - 85,107368
16233,2006,Total Residents,female,75 - 85,64921
16234,2006,Total Residents,female,80 - 84,33687
16235,2006,Total Residents,female,85,15845
16236,2006,malays,both combined,0  -  4 ,35058
16237,2006,malays,both combined,5  -  9 ,42723
16238,2006,malays,both combined,10 - 14 ,47871
16239,2006,malays,both combined,15 - 19 ,46276
16240,2006,malays,both combined,20 - 24 ,38296
16241,2006,malays,both combined,25 - 29 ,30355
16242,2006,malays,both combined,30 - 34 ,32064
16243,2006,malays,both combined,35 - 39 ,35982
16244,2006,malays,both combined,40 - 44 ,44989
16245,2006,malays,both combined,45 - 49 ,40446
16246,2006,malays,both combined,50 - 54 ,30681
16247,2006,malays,both combined,55 - 59 ,21596
16248,2006,malays,both combined,60 - 64 ,10645
16249,2006,malays,both combined,65 - 69 ,10227
16250,2006,malays,both combined,70 - 74 ,8867
16251,2006,malays,both combined,75 - 79 ,5570
16252,2006,malays,both combined,80 - 84 ,2894
16253,2006,malays,both combined,65 - 85,28996
16254,2006,malays,both combined,70 - 85,18769
16255,2006,malays,both combined,75 - 85,9902
16256,2006,malays,both combined,80 - 84,4332
16257,2006,malays,both combined,85,1438
16258,2006,malays,male,0  -  4 ,18043
16259,2006,malays,male,5  -  9 ,22155
16260,2006,malays,male,10 - 14 ,24646
16261,2006,malays,male,15 - 19 ,23733
16262,2006,malays,male,20 - 24 ,19546
16263,2006,malays,male,25 - 29 ,14952
16264,2006,malays,male,30 - 34 ,15672
16265,2006,malays,male,35 - 39 ,17526
16266,2006,malays,male,40 - 44 ,22329
16267,2006,malays,male,45 - 49 ,20316
16268,2006,malays,male,50 - 54 ,15099
16269,2006,malays,male,55 - 59 ,10435
16270,2006,malays,male,60 - 64 ,4934
16271,2006,malays,male,65 - 69 ,4789
16272,2006,malays,male,70 - 74 ,3844
16273,2006,malays,male,75 - 79 ,2551
16274,2006,malays,male,80 - 84 ,1452
16275,2006,malays,male,65 - 85,13373
16276,2006,malays,male,70 - 85,8584
16277,2006,malays,male,75 - 85,4740
16278,2006,malays,male,80 - 84,2189
16279,2006,malays,male,85,737
16280,2006,malays,female,0  -  4 ,17015
16281,2006,malays,female,5  -  9 ,20568
16282,2006,malays,female,10 - 14 ,23225
16283,2006,malays,female,15 - 19 ,22543
16284,2006,malays,female,20 - 24 ,18750
16285,2006,malays,female,25 - 29 ,15403
16286,2006,malays,female,30 - 34 ,16392
16287,2006,malays,female,35 - 39 ,18456
16288,2006,malays,female,40 - 44 ,22660
16289,2006,malays,female,45 - 49 ,20130
16290,2006,malays,female,50 - 54 ,15582
16291,2006,malays,female,55 - 59 ,11161
16292,2006,malays,female,60 - 64 ,5711
16293,2006,malays,female,65 - 69 ,5438
16294,2006,malays,female,70 - 74 ,5023
16295,2006,malays,female,75 - 79 ,3019
16296,2006,malays,female,80 - 84 ,1442
16297,2006,malays,female,65 - 85,15623
16298,2006,malays,female,70 - 85,10185
16299,2006,malays,female,75 - 85,5162
16300,2006,malays,female,80 - 84,2143
16301,2006,malays,female,85,701
16302,2006,chinese,both combined,0  -  4 ,128802
16303,2006,chinese,both combined,5  -  9 ,161204
16304,2006,chinese,both combined,10 - 14 ,179962
16305,2006,chinese,both combined,15 - 19 ,175099
16306,2006,chinese,both combined,20 - 24 ,158764
16307,2006,chinese,both combined,25 - 29 ,192817
16308,2006,chinese,both combined,30 - 34 ,222472
16309,2006,chinese,both combined,35 - 39 ,222621
16310,2006,chinese,both combined,40 - 44 ,241495
16311,2006,chinese,both combined,45 - 49 ,241759
16312,2006,chinese,both combined,50 - 54 ,213519
16313,2006,chinese,both combined,55 - 59 ,175703
16314,2006,chinese,both combined,60 - 64 ,98939
16315,2006,chinese,both combined,65 - 69 ,90803
16316,2006,chinese,both combined,70 - 74 ,63131
16317,2006,chinese,both combined,75 - 79 ,44151
16318,2006,chinese,both combined,80 - 84 ,24266
16319,2006,chinese,both combined,65 - 85,243202
16320,2006,chinese,both combined,70 - 85,152399
16321,2006,chinese,both combined,75 - 85,89268
16322,2006,chinese,both combined,80 - 84,45117
16323,2006,chinese,both combined,85,20851
16324,2006,chinese,male,0  -  4 ,66097
16325,2006,chinese,male,5  -  9 ,83458
16326,2006,chinese,male,10 - 14 ,92692
16327,2006,chinese,male,15 - 19 ,90325
16328,2006,chinese,male,20 - 24 ,80880
16329,2006,chinese,male,25 - 29 ,92976
16330,2006,chinese,male,30 - 34 ,106164
16331,2006,chinese,male,35 - 39 ,107083
16332,2006,chinese,male,40 - 44 ,120698
16333,2006,chinese,male,45 - 49 ,121706
16334,2006,chinese,male,50 - 54 ,107586
16335,2006,chinese,male,55 - 59 ,87711
16336,2006,chinese,male,60 - 64 ,48538
16337,2006,chinese,male,65 - 69 ,43159
16338,2006,chinese,male,70 - 74 ,28788
16339,2006,chinese,male,75 - 79 ,17947
16340,2006,chinese,male,80 - 84 ,8786
16341,2006,chinese,male,65 - 85,104959
16342,2006,chinese,male,70 - 85,61800
16343,2006,chinese,male,75 - 85,33012
16344,2006,chinese,male,80 - 84,15065
16345,2006,chinese,male,85,6279
16346,2006,chinese,female,0  -  4 ,62705
16347,2006,chinese,female,5  -  9 ,77746
16348,2006,chinese,female,10 - 14 ,87270
16349,2006,chinese,female,15 - 19 ,84774
16350,2006,chinese,female,20 - 24 ,77884
16351,2006,chinese,female,25 - 29 ,99841
16352,2006,chinese,female,30 - 34 ,116308
16353,2006,chinese,female,35 - 39 ,115538
16354,2006,chinese,female,40 - 44 ,120797
16355,2006,chinese,female,45 - 49 ,120053
16356,2006,chinese,female,50 - 54 ,105933
16357,2006,chinese,female,55 - 59 ,87992
16358,2006,chinese,female,60 - 64 ,50401
16359,2006,chinese,female,65 - 69 ,47644
16360,2006,chinese,female,70 - 74 ,34343
16361,2006,chinese,female,75 - 79 ,26204
16362,2006,chinese,female,80 - 84 ,15480
16363,2006,chinese,female,65 - 85,138243
16364,2006,chinese,female,70 - 85,90599
16365,2006,chinese,female,75 - 85,56256
16366,2006,chinese,female,80 - 84,30052
16367,2006,chinese,female,85,14572
16368,2006,indians,both combined,0  -  4 ,23635
16369,2006,indians,both combined,5  -  9 ,24089
16370,2006,indians,both combined,10 - 14 ,23146
16371,2006,indians,both combined,15 - 19 ,20902
16372,2006,indians,both combined,20 - 24 ,18793
16373,2006,indians,both combined,25 - 29 ,23279
16374,2006,indians,both combined,30 - 34 ,29538
16375,2006,indians,both combined,35 - 39 ,29262
16376,2006,indians,both combined,40 - 44 ,27821
16377,2006,indians,both combined,45 - 49 ,24204
16378,2006,indians,both combined,50 - 54 ,18425
16379,2006,indians,both combined,55 - 59 ,14119
16380,2006,indians,both combined,60 - 64 ,7148
16381,2006,indians,both combined,65 - 69 ,6530
16382,2006,indians,both combined,70 - 74 ,5326
16383,2006,indians,both combined,75 - 79 ,3909
16384,2006,indians,both combined,80 - 84 ,1852
16385,2006,indians,both combined,65 - 85,18735
16386,2006,indians,both combined,70 - 85,12205
16387,2006,indians,both combined,75 - 85,6879
16388,2006,indians,both combined,80 - 84,2970
16389,2006,indians,both combined,85,1118
16390,2006,indians,male,0  -  4 ,12031
16391,2006,indians,male,5  -  9 ,12300
16392,2006,indians,male,10 - 14 ,11720
16393,2006,indians,male,15 - 19 ,10539
16394,2006,indians,male,20 - 24 ,9182
16395,2006,indians,male,25 - 29 ,10038
16396,2006,indians,male,30 - 34 ,15365
16397,2006,indians,male,35 - 39 ,16549
16398,2006,indians,male,40 - 44 ,15062
16399,2006,indians,male,45 - 49 ,12916
16400,2006,indians,male,50 - 54 ,9453
16401,2006,indians,male,55 - 59 ,7021
16402,2006,indians,male,60 - 64 ,3615
16403,2006,indians,male,65 - 69 ,3122
16404,2006,indians,male,70 - 74 ,2784
