Column,year,ethnicity group,gender,age,population
2161,1963,chinese,female,25 - 29 ,46600
2162,1963,chinese,female,30 - 34 ,41200
2163,1963,chinese,female,35 - 39 ,32400
2164,1963,chinese,female,40 - 44 ,29000
2165,1963,chinese,female,45 - 49 ,28400
2166,1963,chinese,female,50 - 54 ,25700
2167,1963,chinese,female,55 - 59 ,20200
2168,1963,chinese,female,60 - 64 ,14800
2169,1963,chinese,female,65 - 69 ,10100
2170,1963,chinese,female,70 - 74 ,
2171,1963,chinese,female,75 - 79 ,
2172,1963,chinese,female,80 - 84 ,
2173,1963,chinese,female,65 - 85,22900
2174,1963,chinese,female,70 - 85,12800
2175,1963,chinese,female,75 - 85,
2176,1963,chinese,female,80 - 84,
2177,1963,chinese,female,85,
2178,1963,indians,both combined,0  -  4 ,22200
2179,1963,indians,both combined,5  -  9 ,18500
2180,1963,indians,both combined,10 - 14 ,14000
2181,1963,indians,both combined,15 - 19 ,8400
2182,1963,indians,both combined,20 - 24 ,7600
2183,1963,indians,both combined,25 - 29 ,8500
2184,1963,indians,both combined,30 - 34 ,13000
2185,1963,indians,both combined,35 - 39 ,11800
2186,1963,indians,both combined,40 - 44 ,11100
2187,1963,indians,both combined,45 - 49 ,8300
2188,1963,indians,both combined,50 - 54 ,6100
2189,1963,indians,both combined,55 - 59 ,3700
2190,1963,indians,both combined,60 - 64 ,2600
2191,1963,indians,both combined,65 - 69 ,900
2192,1963,indians,both combined,70 - 74 ,
2193,1963,indians,both combined,75 - 79 ,
2194,1963,indians,both combined,80 - 84 ,
2195,1963,indians,both combined,65 - 85,1600
2196,1963,indians,both combined,70 - 85,700
2197,1963,indians,both combined,75 - 85,
2198,1963,indians,both combined,80 - 84,
2199,1963,indians,both combined,85,
2200,1963,indians,male,0  -  4 ,10800
2201,1963,indians,male,5  -  9 ,9000
2202,1963,indians,male,10 - 14 ,6900
2203,1963,indians,male,15 - 19 ,4400
2204,1963,indians,male,20 - 24 ,4700
2205,1963,indians,male,25 - 29 ,4900
2206,1963,indians,male,30 - 34 ,9400
2207,1963,indians,male,35 - 39 ,9400
2208,1963,indians,male,40 - 44 ,9200
2209,1963,indians,male,45 - 49 ,7200
2210,1963,indians,male,50 - 54 ,5400
2211,1963,indians,male,55 - 59 ,3200
2212,1963,indians,male,60 - 64 ,2200
2213,1963,indians,male,65 - 69 ,700
2214,1963,indians,male,70 - 74 ,
2215,1963,indians,male,75 - 79 ,
2216,1963,indians,male,80 - 84 ,
2217,1963,indians,male,65 - 85,1200
2218,1963,indians,male,70 - 85,500
2219,1963,indians,male,75 - 85,
2220,1963,indians,male,80 - 84,
2221,1963,indians,male,85,
2222,1963,indians,female,0  -  4 ,11400
2223,1963,indians,female,5  -  9 ,9500
2224,1963,indians,female,10 - 14 ,7100
2225,1963,indians,female,15 - 19 ,4000
2226,1963,indians,female,20 - 24 ,2900
2227,1963,indians,female,25 - 29 ,3600
2228,1963,indians,female,30 - 34 ,3600
2229,1963,indians,female,35 - 39 ,2400
2230,1963,indians,female,40 - 44 ,1900
2231,1963,indians,female,45 - 49 ,1100
2232,1963,indians,female,50 - 54 ,700
2233,1963,indians,female,55 - 59 ,500
2234,1963,indians,female,60 - 64 ,400
2235,1963,indians,female,65 - 69 ,200
2236,1963,indians,female,70 - 74 ,
2237,1963,indians,female,75 - 79 ,
2238,1963,indians,female,80 - 84 ,
2239,1963,indians,female,65 - 85,400
2240,1963,indians,female,70 - 85,200
2241,1963,indians,female,75 - 85,
2242,1963,indians,female,80 - 84,
2243,1963,indians,female,85,
2244,1963,Other Ethnic Groups,both combined,0  -  4 ,4100
2245,1963,Other Ethnic Groups,both combined,5  -  9 ,4000
2246,1963,Other Ethnic Groups,both combined,10 - 14 ,3600
2247,1963,Other Ethnic Groups,both combined,15 - 19 ,2100
2248,1963,Other Ethnic Groups,both combined,20 - 24 ,1800
2249,1963,Other Ethnic Groups,both combined,25 - 29 ,2100
2250,1963,Other Ethnic Groups,both combined,30 - 34 ,2300
2251,1963,Other Ethnic Groups,both combined,35 - 39 ,2600
2252,1963,Other Ethnic Groups,both combined,40 - 44 ,2300
2253,1963,Other Ethnic Groups,both combined,45 - 49 ,1700
2254,1963,Other Ethnic Groups,both combined,50 - 54 ,1400
2255,1963,Other Ethnic Groups,both combined,55 - 59 ,1200
2256,1963,Other Ethnic Groups,both combined,60 - 64 ,800
2257,1963,Other Ethnic Groups,both combined,65 - 69 ,500
2258,1963,Other Ethnic Groups,both combined,70 - 74 ,
2259,1963,Other Ethnic Groups,both combined,75 - 79 ,
2260,1963,Other Ethnic Groups,both combined,80 - 84 ,
2261,1963,Other Ethnic Groups,both combined,65 - 85,1100
2262,1963,Other Ethnic Groups,both combined,70 - 85,600
2263,1963,Other Ethnic Groups,both combined,75 - 85,
2264,1963,Other Ethnic Groups,both combined,80 - 84,
2265,1963,Other Ethnic Groups,both combined,85,
2266,1963,Other Ethnic Groups,male,0  -  4 ,2200
2267,1963,Other Ethnic Groups,male,5  -  9 ,2000
2268,1963,Other Ethnic Groups,male,10 - 14 ,1800
2269,1963,Other Ethnic Groups,male,15 - 19 ,1000
2270,1963,Other Ethnic Groups,male,20 - 24 ,800
2271,1963,Other Ethnic Groups,male,25 - 29 ,1000
2272,1963,Other Ethnic Groups,male,30 - 34 ,1100
2273,1963,Other Ethnic Groups,male,35 - 39 ,1300
2274,1963,Other Ethnic Groups,male,40 - 44 ,1200
2275,1963,Other Ethnic Groups,male,45 - 49 ,800
2276,1963,Other Ethnic Groups,male,50 - 54 ,600
2277,1963,Other Ethnic Groups,male,55 - 59 ,600
2278,1963,Other Ethnic Groups,male,60 - 64 ,400
2279,1963,Other Ethnic Groups,male,65 - 69 ,200
2280,1963,Other Ethnic Groups,male,70 - 74 ,
2281,1963,Other Ethnic Groups,male,75 - 79 ,
2282,1963,Other Ethnic Groups,male,80 - 84 ,
2283,1963,Other Ethnic Groups,male,65 - 85,400
2284,1963,Other Ethnic Groups,male,70 - 85,200
2285,1963,Other Ethnic Groups,male,75 - 85,
2286,1963,Other Ethnic Groups,male,80 - 84,
2287,1963,Other Ethnic Groups,male,85,
2288,1963,Other Ethnic Groups,female,0  -  4 ,1900
2289,1963,Other Ethnic Groups,female,5  -  9 ,2000
2290,1963,Other Ethnic Groups,female,10 - 14 ,1800
2291,1963,Other Ethnic Groups,female,15 - 19 ,1100
2292,1963,Other Ethnic Groups,female,20 - 24 ,1000
2293,1963,Other Ethnic Groups,female,25 - 29 ,1100
2294,1963,Other Ethnic Groups,female,30 - 34 ,1200
2295,1963,Other Ethnic Groups,female,35 - 39 ,1300
2296,1963,Other Ethnic Groups,female,40 - 44 ,1100
2297,1963,Other Ethnic Groups,female,45 - 49 ,900
2298,1963,Other Ethnic Groups,female,50 - 54 ,800
2299,1963,Other Ethnic Groups,female,55 - 59 ,600
2300,1963,Other Ethnic Groups,female,60 - 64 ,400
2301,1963,Other Ethnic Groups,female,65 - 69 ,300
2302,1963,Other Ethnic Groups,female,70 - 74 ,
2303,1963,Other Ethnic Groups,female,75 - 79 ,
2304,1963,Other Ethnic Groups,female,80 - 84 ,
2305,1963,Other Ethnic Groups,female,65 - 85,700
2306,1963,Other Ethnic Groups,female,70 - 85,400
2307,1963,Other Ethnic Groups,female,75 - 85,
2308,1963,Other Ethnic Groups,female,80 - 84,
2309,1963,Other Ethnic Groups,female,85,
2310,1964,Total Residents,both combined,0  -  4 ,299900
2311,1964,Total Residents,both combined,5  -  9 ,284000
2312,1964,Total Residents,both combined,10 - 14 ,240200
2313,1964,Total Residents,both combined,15 - 19 ,175800
2314,1964,Total Residents,both combined,20 - 24 ,130500
2315,1964,Total Residents,both combined,25 - 29 ,132000
2316,1964,Total Residents,both combined,30 - 34 ,113100
2317,1964,Total Residents,both combined,35 - 39 ,100200
2318,1964,Total Residents,both combined,40 - 44 ,82700
2319,1964,Total Residents,both combined,45 - 49 ,77100
2320,1964,Total Residents,both combined,50 - 54 ,68500
2321,1964,Total Residents,both combined,55 - 59 ,53700
2322,1964,Total Residents,both combined,60 - 64 ,38200
2323,1964,Total Residents,both combined,65 - 69 ,22300
2324,1964,Total Residents,both combined,70 - 74 ,
2325,1964,Total Residents,both combined,75 - 79 ,
2326,1964,Total Residents,both combined,80 - 84 ,
2327,1964,Total Residents,both combined,65 - 85,45700
2328,1964,Total Residents,both combined,70 - 85,23400
2329,1964,Total Residents,both combined,75 - 85,
2330,1964,Total Residents,both combined,80 - 84,
2331,1964,Total Residents,both combined,85,
2332,1964,Total Residents,male,0  -  4 ,152400
2333,1964,Total Residents,male,5  -  9 ,144800
2334,1964,Total Residents,male,10 - 14 ,123000
2335,1964,Total Residents,male,15 - 19 ,90200
2336,1964,Total Residents,male,20 - 24 ,67300
2337,1964,Total Residents,male,25 - 29 ,67000
2338,1964,Total Residents,male,30 - 34 ,59000
2339,1964,Total Residents,male,35 - 39 ,54300
2340,1964,Total Residents,male,40 - 44 ,45500
2341,1964,Total Residents,male,45 - 49 ,42600
2342,1964,Total Residents,male,50 - 54 ,37900
2343,1964,Total Residents,male,55 - 59 ,28800
2344,1964,Total Residents,male,60 - 64 ,20300
2345,1964,Total Residents,male,65 - 69 ,10500
2346,1964,Total Residents,male,70 - 74 ,
2347,1964,Total Residents,male,75 - 79 ,
2348,1964,Total Residents,male,80 - 84 ,
2349,1964,Total Residents,male,65 - 85,18400
2350,1964,Total Residents,male,70 - 85,7900
2351,1964,Total Residents,male,75 - 85,
2352,1964,Total Residents,male,80 - 84,
2353,1964,Total Residents,male,85,
2354,1964,Total Residents,female,0  -  4 ,147500
2355,1964,Total Residents,female,5  -  9 ,139200
2356,1964,Total Residents,female,10 - 14 ,117200
2357,1964,Total Residents,female,15 - 19 ,85600
2358,1964,Total Residents,female,20 - 24 ,63200
2359,1964,Total Residents,female,25 - 29 ,65000
2360,1964,Total Residents,female,30 - 34 ,54100
2361,1964,Total Residents,female,35 - 39 ,45900
2362,1964,Total Residents,female,40 - 44 ,37200
2363,1964,Total Residents,female,45 - 49 ,34500
2364,1964,Total Residents,female,50 - 54 ,30600
2365,1964,Total Residents,female,55 - 59 ,24900
2366,1964,Total Residents,female,60 - 64 ,17900
2367,1964,Total Residents,female,65 - 69 ,11800
2368,1964,Total Residents,female,70 - 74 ,
2369,1964,Total Residents,female,75 - 79 ,
2370,1964,Total Residents,female,80 - 84 ,
2371,1964,Total Residents,female,65 - 85,27300
2372,1964,Total Residents,female,70 - 85,15500
2373,1964,Total Residents,female,75 - 85,
2374,1964,Total Residents,female,80 - 84,
2375,1964,Total Residents,female,85,
2376,1964,malays,both combined,0  -  4 ,54400
2377,1964,malays,both combined,5  -  9 ,44700
2378,1964,malays,both combined,10 - 14 ,35200
2379,1964,malays,both combined,15 - 19 ,22000
2380,1964,malays,both combined,20 - 24 ,14900
2381,1964,malays,both combined,25 - 29 ,22000
2382,1964,malays,both combined,30 - 34 ,18300
2383,1964,malays,both combined,35 - 39 ,16400
2384,1964,malays,both combined,40 - 44 ,12100
2385,1964,malays,both combined,45 - 49 ,9400
2386,1964,malays,both combined,50 - 54 ,6100
2387,1964,malays,both combined,55 - 59 ,4800
2388,1964,malays,both combined,60 - 64 ,3000
2389,1964,malays,both combined,65 - 69 ,1900
2390,1964,malays,both combined,70 - 74 ,
2391,1964,malays,both combined,75 - 79 ,
2392,1964,malays,both combined,80 - 84 ,
2393,1964,malays,both combined,65 - 85,3700
2394,1964,malays,both combined,70 - 85,1800
2395,1964,malays,both combined,75 - 85,
2396,1964,malays,both combined,80 - 84,
2397,1964,malays,both combined,85,
2398,1964,malays,male,0  -  4 ,27400
2399,1964,malays,male,5  -  9 ,22200
2400,1964,malays,male,10 - 14 ,17200
2401,1964,malays,male,15 - 19 ,10900
2402,1964,malays,male,20 - 24 ,7000
2403,1964,malays,male,25 - 29 ,10900
2404,1964,malays,male,30 - 34 ,9700
2405,1964,malays,male,35 - 39 ,9200
2406,1964,malays,male,40 - 44 ,7100
2407,1964,malays,male,45 - 49 ,5500
2408,1964,malays,male,50 - 54 ,3400
2409,1964,malays,male,55 - 59 ,2600
2410,1964,malays,male,60 - 64 ,1800
2411,1964,malays,male,65 - 69 ,1000
2412,1964,malays,male,70 - 74 ,
2413,1964,malays,male,75 - 79 ,
2414,1964,malays,male,80 - 84 ,
2415,1964,malays,male,65 - 85,1800
2416,1964,malays,male,70 - 85,800
2417,1964,malays,male,75 - 85,
2418,1964,malays,male,80 - 84,
2419,1964,malays,male,85,
2420,1964,malays,female,0  -  4 ,27000
2421,1964,malays,female,5  -  9 ,22500
2422,1964,malays,female,10 - 14 ,18000
2423,1964,malays,female,15 - 19 ,11100
2424,1964,malays,female,20 - 24 ,7900
2425,1964,malays,female,25 - 29 ,11100
2426,1964,malays,female,30 - 34 ,8600
2427,1964,malays,female,35 - 39 ,7200
2428,1964,malays,female,40 - 44 ,5000
2429,1964,malays,female,45 - 49 ,3900
2430,1964,malays,female,50 - 54 ,2700
2431,1964,malays,female,55 - 59 ,2200
2432,1964,malays,female,60 - 64 ,1200
2433,1964,malays,female,65 - 69 ,900
2434,1964,malays,female,70 - 74 ,
2435,1964,malays,female,75 - 79 ,
2436,1964,malays,female,80 - 84 ,
2437,1964,malays,female,65 - 85,1900
2438,1964,malays,female,70 - 85,1000
2439,1964,malays,female,75 - 85,
2440,1964,malays,female,80 - 84,
2441,1964,malays,female,85,
2442,1964,chinese,both combined,0  -  4 ,220000
2443,1964,chinese,both combined,5  -  9 ,215800
2444,1964,chinese,both combined,10 - 14 ,187000
2445,1964,chinese,both combined,15 - 19 ,142000
2446,1964,chinese,both combined,20 - 24 ,107500
2447,1964,chinese,both combined,25 - 29 ,99800
2448,1964,chinese,both combined,30 - 34 ,80800
2449,1964,chinese,both combined,35 - 39 ,68900
2450,1964,chinese,both combined,40 - 44 ,57600
2451,1964,chinese,both combined,45 - 49 ,56900
2452,1964,chinese,both combined,50 - 54 ,54800
2453,1964,chinese,both combined,55 - 59 ,43600
2454,1964,chinese,both combined,60 - 64 ,31600
2455,1964,chinese,both combined,65 - 69 ,18900
2456,1964,chinese,both combined,70 - 74 ,
2457,1964,chinese,both combined,75 - 79 ,
2458,1964,chinese,both combined,80 - 84 ,
2459,1964,chinese,both combined,65 - 85,39200
2460,1964,chinese,both combined,70 - 85,20300
2461,1964,chinese,both combined,75 - 85,
2462,1964,chinese,both combined,80 - 84,
2463,1964,chinese,both combined,85,
2464,1964,chinese,male,0  -  4 ,112500
2465,1964,chinese,male,5  -  9 ,111100
2466,1964,chinese,male,10 - 14 ,96900
2467,1964,chinese,male,15 - 19 ,73400
2468,1964,chinese,male,20 - 24 ,55500
2469,1964,chinese,male,25 - 29 ,50600
2470,1964,chinese,male,30 - 34 ,39900
2471,1964,chinese,male,35 - 39 ,34200
2472,1964,chinese,male,40 - 44 ,28500
2473,1964,chinese,male,45 - 49 ,28500
2474,1964,chinese,male,50 - 54 ,28500
2475,1964,chinese,male,55 - 59 ,22100
2476,1964,chinese,male,60 - 64 ,15700
2477,1964,chinese,male,65 - 69 ,8500
2478,1964,chinese,male,70 - 74 ,
2479,1964,chinese,male,75 - 79 ,
2480,1964,chinese,male,80 - 84 ,
2481,1964,chinese,male,65 - 85,14900
2482,1964,chinese,male,70 - 85,6400
2483,1964,chinese,male,75 - 85,
2484,1964,chinese,male,80 - 84,
2485,1964,chinese,male,85,
2486,1964,chinese,female,0  -  4 ,107500
2487,1964,chinese,female,5  -  9 ,104700
2488,1964,chinese,female,10 - 14 ,90100
2489,1964,chinese,female,15 - 19 ,68600
2490,1964,chinese,female,20 - 24 ,52000
2491,1964,chinese,female,25 - 29 ,49200
2492,1964,chinese,female,30 - 34 ,40900
2493,1964,chinese,female,35 - 39 ,34700
2494,1964,chinese,female,40 - 44 ,29100
2495,1964,chinese,female,45 - 49 ,28400
2496,1964,chinese,female,50 - 54 ,26300
2497,1964,chinese,female,55 - 59 ,21500
2498,1964,chinese,female,60 - 64 ,15900
2499,1964,chinese,female,65 - 69 ,10400
2500,1964,chinese,female,70 - 74 ,
2501,1964,chinese,female,75 - 79 ,
2502,1964,chinese,female,80 - 84 ,
2503,1964,chinese,female,65 - 85,24300
2504,1964,chinese,female,70 - 85,13900
2505,1964,chinese,female,75 - 85,
2506,1964,chinese,female,80 - 84,
2507,1964,chinese,female,85,
2508,1964,indians,both combined,0  -  4 ,21500
2509,1964,indians,both combined,5  -  9 ,19600
2510,1964,indians,both combined,10 - 14 ,14600
2511,1964,indians,both combined,15 - 19 ,9400
2512,1964,indians,both combined,20 - 24 ,6600
2513,1964,indians,both combined,25 - 29 ,8300
2514,1964,indians,both combined,30 - 34 ,11700
2515,1964,indians,both combined,35 - 39 ,12300
2516,1964,indians,both combined,40 - 44 ,10700
2517,1964,indians,both combined,45 - 49 ,9000
2518,1964,indians,both combined,50 - 54 ,6200
2519,1964,indians,both combined,55 - 59 ,4100
2520,1964,indians,both combined,60 - 64 ,2700
2521,1964,indians,both combined,65 - 69 ,1000
2522,1964,indians,both combined,70 - 74 ,
2523,1964,indians,both combined,75 - 79 ,
2524,1964,indians,both combined,80 - 84 ,
2525,1964,indians,both combined,65 - 85,1700
2526,1964,indians,both combined,70 - 85,700
2527,1964,indians,both combined,75 - 85,
2528,1964,indians,both combined,80 - 84,
2529,1964,indians,both combined,85,
2530,1964,indians,male,0  -  4 ,10400
2531,1964,indians,male,5  -  9 ,9600
2532,1964,indians,male,10 - 14 ,7100
2533,1964,indians,male,15 - 19 ,4700
2534,1964,indians,male,20 - 24 ,4100
2535,1964,indians,male,25 - 29 ,4700
2536,1964,indians,male,30 - 34 ,8300
2537,1964,indians,male,35 - 39 ,9600
2538,1964,indians,male,40 - 44 ,8800
2539,1964,indians,male,45 - 49 ,7700
2540,1964,indians,male,50 - 54 ,5300
2541,1964,indians,male,55 - 59 ,3500
2542,1964,indians,male,60 - 64 ,2300
2543,1964,indians,male,65 - 69 ,800
2544,1964,indians,male,70 - 74 ,
2545,1964,indians,male,75 - 79 ,
2546,1964,indians,male,80 - 84 ,
2547,1964,indians,male,65 - 85,1300
2548,1964,indians,male,70 - 85,500
2549,1964,indians,male,75 - 85,
2550,1964,indians,male,80 - 84,
2551,1964,indians,male,85,
2552,1964,indians,female,0  -  4 ,11100
2553,1964,indians,female,5  -  9 ,10000
2554,1964,indians,female,10 - 14 ,7500
2555,1964,indians,female,15 - 19 ,4700
2556,1964,indians,female,20 - 24 ,2500
2557,1964,indians,female,25 - 29 ,3600
2558,1964,indians,female,30 - 34 ,3400
2559,1964,indians,female,35 - 39 ,2700
2560,1964,indians,female,40 - 44 ,1900
2561,1964,indians,female,45 - 49 ,1300
2562,1964,indians,female,50 - 54 ,900
2563,1964,indians,female,55 - 59 ,600
2564,1964,indians,female,60 - 64 ,400
2565,1964,indians,female,65 - 69 ,200
2566,1964,indians,female,70 - 74 ,
2567,1964,indians,female,75 - 79 ,
2568,1964,indians,female,80 - 84 ,
2569,1964,indians,female,65 - 85,400
2570,1964,indians,female,70 - 85,200
2571,1964,indians,female,75 - 85,
2572,1964,indians,female,80 - 84,
2573,1964,indians,female,85,
2574,1964,Other Ethnic Groups,both combined,0  -  4 ,4000
2575,1964,Other Ethnic Groups,both combined,5  -  9 ,3900
2576,1964,Other Ethnic Groups,both combined,10 - 14 ,3400
2577,1964,Other Ethnic Groups,both combined,15 - 19 ,2400
2578,1964,Other Ethnic Groups,both combined,20 - 24 ,1500
2579,1964,Other Ethnic Groups,both combined,25 - 29 ,1900
2580,1964,Other Ethnic Groups,both combined,30 - 34 ,2300
2581,1964,Other Ethnic Groups,both combined,35 - 39 ,2600
2582,1964,Other Ethnic Groups,both combined,40 - 44 ,2300
2583,1964,Other Ethnic Groups,both combined,45 - 49 ,1800
2584,1964,Other Ethnic Groups,both combined,50 - 54 ,1400
2585,1964,Other Ethnic Groups,both combined,55 - 59 ,1200
2586,1964,Other Ethnic Groups,both combined,60 - 64 ,900
2587,1964,Other Ethnic Groups,both combined,65 - 69 ,500
2588,1964,Other Ethnic Groups,both combined,70 - 74 ,
2589,1964,Other Ethnic Groups,both combined,75 - 79 ,
2590,1964,Other Ethnic Groups,both combined,80 - 84 ,
2591,1964,Other Ethnic Groups,both combined,65 - 85,1100
2592,1964,Other Ethnic Groups,both combined,70 - 85,600
2593,1964,Other Ethnic Groups,both combined,75 - 85,
2594,1964,Other Ethnic Groups,both combined,80 - 84,
2595,1964,Other Ethnic Groups,both combined,85,
2596,1964,Other Ethnic Groups,male,0  -  4 ,2100
2597,1964,Other Ethnic Groups,male,5  -  9 ,1900
2598,1964,Other Ethnic Groups,male,10 - 14 ,1800
2599,1964,Other Ethnic Groups,male,15 - 19 ,1200
2600,1964,Other Ethnic Groups,male,20 - 24 ,700
2601,1964,Other Ethnic Groups,male,25 - 29 ,800
2602,1964,Other Ethnic Groups,male,30 - 34 ,1100
2603,1964,Other Ethnic Groups,male,35 - 39 ,1300
2604,1964,Other Ethnic Groups,male,40 - 44 ,1100
2605,1964,Other Ethnic Groups,male,45 - 49 ,900
2606,1964,Other Ethnic Groups,male,50 - 54 ,700
2607,1964,Other Ethnic Groups,male,55 - 59 ,600
2608,1964,Other Ethnic Groups,male,60 - 64 ,500
2609,1964,Other Ethnic Groups,male,65 - 69 ,200
2610,1964,Other Ethnic Groups,male,70 - 74 ,
2611,1964,Other Ethnic Groups,male,75 - 79 ,
2612,1964,Other Ethnic Groups,male,80 - 84 ,
2613,1964,Other Ethnic Groups,male,65 - 85,400
2614,1964,Other Ethnic Groups,male,70 - 85,200
2615,1964,Other Ethnic Groups,male,75 - 85,
2616,1964,Other Ethnic Groups,male,80 - 84,
2617,1964,Other Ethnic Groups,male,85,
2618,1964,Other Ethnic Groups,female,0  -  4 ,1900
2619,1964,Other Ethnic Groups,female,5  -  9 ,2000
2620,1964,Other Ethnic Groups,female,10 - 14 ,1600
2621,1964,Other Ethnic Groups,female,15 - 19 ,1200
2622,1964,Other Ethnic Groups,female,20 - 24 ,800
2623,1964,Other Ethnic Groups,female,25 - 29 ,1100
2624,1964,Other Ethnic Groups,female,30 - 34 ,1200
2625,1964,Other Ethnic Groups,female,35 - 39 ,1300
2626,1964,Other Ethnic Groups,female,40 - 44 ,1200
2627,1964,Other Ethnic Groups,female,45 - 49 ,900
2628,1964,Other Ethnic Groups,female,50 - 54 ,700
2629,1964,Other Ethnic Groups,female,55 - 59 ,600
2630,1964,Other Ethnic Groups,female,60 - 64 ,400
2631,1964,Other Ethnic Groups,female,65 - 69 ,300
2632,1964,Other Ethnic Groups,female,70 - 74 ,
2633,1964,Other Ethnic Groups,female,75 - 79 ,
2634,1964,Other Ethnic Groups,female,80 - 84 ,
2635,1964,Other Ethnic Groups,female,65 - 85,700
2636,1964,Other Ethnic Groups,female,70 - 85,400
2637,1964,Other Ethnic Groups,female,75 - 85,
2638,1964,Other Ethnic Groups,female,80 - 84,
2639,1964,Other Ethnic Groups,female,85,
2640,1965,Total Residents,both combined,0  -  4 ,293500
2641,1965,Total Residents,both combined,5  -  9 ,291100
2642,1965,Total Residents,both combined,10 - 14 ,248500
2643,1965,Total Residents,both combined,15 - 19 ,198600
2644,1965,Total Residents,both combined,20 - 24 ,123800
2645,1965,Total Residents,both combined,25 - 29 ,137900
2646,1965,Total Residents,both combined,30 - 34 ,114700
2647,1965,Total Residents,both combined,35 - 39 ,104000
2648,1965,Total Residents,both combined,40 - 44 ,84400
2649,1965,Total Residents,both combined,45 - 49 ,77200
2650,1965,Total Residents,both combined,50 - 54 ,70700
2651,1965,Total Residents,both combined,55 - 59 ,54900
2652,1965,Total Residents,both combined,60 - 64 ,39700
2653,1965,Total Residents,both combined,65 - 69 ,24000
2654,1965,Total Residents,both combined,70 - 74 ,
2655,1965,Total Residents,both combined,75 - 79 ,
2656,1965,Total Residents,both combined,80 - 84 ,
2657,1965,Total Residents,both combined,65 - 85,47900
2658,1965,Total Residents,both combined,70 - 85,23900
2659,1965,Total Residents,both combined,75 - 85,
2660,1965,Total Residents,both combined,80 - 84,
2661,1965,Total Residents,both combined,85,
2662,1965,Total Residents,male,0  -  4 ,149100
2663,1965,Total Residents,male,5  -  9 ,148600
2664,1965,Total Residents,male,10 - 14 ,126800
2665,1965,Total Residents,male,15 - 19 ,102300
2666,1965,Total Residents,male,20 - 24 ,64300
2667,1965,Total Residents,male,25 - 29 ,69900
2668,1965,Total Residents,male,30 - 34 ,59100
2669,1965,Total Residents,male,35 - 39 ,55900
2670,1965,Total Residents,male,40 - 44 ,46100
2671,1965,Total Residents,male,45 - 49 ,42300
2672,1965,Total Residents,male,50 - 54 ,39100
2673,1965,Total Residents,male,55 - 59 ,29600
2674,1965,Total Residents,male,60 - 64 ,21400
2675,1965,Total Residents,male,65 - 69 ,11100
2676,1965,Total Residents,male,70 - 74 ,
2677,1965,Total Residents,male,75 - 79 ,
2678,1965,Total Residents,male,80 - 84 ,
2679,1965,Total Residents,male,65 - 85,19300
2680,1965,Total Residents,male,70 - 85,8200
2681,1965,Total Residents,male,75 - 85,
2682,1965,Total Residents,male,80 - 84,
2683,1965,Total Residents,male,85,
2684,1965,Total Residents,female,0  -  4 ,144400
2685,1965,Total Residents,female,5  -  9 ,142500
2686,1965,Total Residents,female,10 - 14 ,121700
2687,1965,Total Residents,female,15 - 19 ,96300
2688,1965,Total Residents,female,20 - 24 ,59500
2689,1965,Total Residents,female,25 - 29 ,68000
2690,1965,Total Residents,female,30 - 34 ,55600
2691,1965,Total Residents,female,35 - 39 ,48100
2692,1965,Total Residents,female,40 - 44 ,38300
2693,1965,Total Residents,female,45 - 49 ,34900
2694,1965,Total Residents,female,50 - 54 ,31600
2695,1965,Total Residents,female,55 - 59 ,25300
2696,1965,Total Residents,female,60 - 64 ,18300
2697,1965,Total Residents,female,65 - 69 ,12900
2698,1965,Total Residents,female,70 - 74 ,
2699,1965,Total Residents,female,75 - 79 ,
2700,1965,Total Residents,female,80 - 84 ,
2701,1965,Total Residents,female,65 - 85,28600
2702,1965,Total Residents,female,70 - 85,15700
2703,1965,Total Residents,female,75 - 85,
2704,1965,Total Residents,female,80 - 84,
2705,1965,Total Residents,female,85,
2706,1965,malays,both combined,0  -  4 ,55200
2707,1965,malays,both combined,5  -  9 ,46000
2708,1965,malays,both combined,10 - 14 ,37900
2709,1965,malays,both combined,15 - 19 ,24900
2710,1965,malays,both combined,20 - 24 ,14100
2711,1965,malays,both combined,25 - 29 ,21500
2712,1965,malays,both combined,30 - 34 ,19100
2713,1965,malays,both combined,35 - 39 ,17200
2714,1965,malays,both combined,40 - 44 ,12800
2715,1965,malays,both combined,45 - 49 ,10000
2716,1965,malays,both combined,50 - 54 ,6700
2717,1965,malays,both combined,55 - 59 ,4900
2718,1965,malays,both combined,60 - 64 ,2900
2719,1965,malays,both combined,65 - 69 ,2100
2720,1965,malays,both combined,70 - 74 ,
2721,1965,malays,both combined,75 - 79 ,
2722,1965,malays,both combined,80 - 84 ,
2723,1965,malays,both combined,65 - 85,3800
2724,1965,malays,both combined,70 - 85,1700
2725,1965,malays,both combined,75 - 85,
2726,1965,malays,both combined,80 - 84,
2727,1965,malays,both combined,85,
2728,1965,malays,male,0  -  4 ,27700
2729,1965,malays,male,5  -  9 ,22900
2730,1965,malays,male,10 - 14 ,18500
2731,1965,malays,male,15 - 19 ,12300
2732,1965,malays,male,20 - 24 ,6800
2733,1965,malays,male,25 - 29 ,10500
2734,1965,malays,male,30 - 34 ,9900
2735,1965,malays,male,35 - 39 ,9500
2736,1965,malays,male,40 - 44 ,7500
2737,1965,malays,male,45 - 49 ,5800
2738,1965,malays,male,50 - 54 ,3700
2739,1965,malays,male,55 - 59 ,2700
2740,1965,malays,male,60 - 64 ,1700
2741,1965,malays,male,65 - 69 ,1100
